Order,Symbol,dynamicColors_GRS3_prot,mergedColors_prot,mergedColors_rm,Consensus_GRS3
14421,SNORD111,turquoise,turquoise,grey,turquoise
14422,IL34,brown,brown,coral2,red
14423,MTSS1L,salmon,honeydew1,coral2,red
14424,VAC14,green,green,brown,brown
14425,VAC14-AS1,blue,blue,blue,blue
14426,HYDIN,skyblue,skyblue,grey,grey
14427,CMTR2,grey60,grey60,paleturquoise,darkorange
14428,CALB2,skyblue,skyblue,darkgrey,steelblue
14429,ZNF23,grey,grey,grey,grey
14430,ZNF19,turquoise,turquoise,thistle1,turquoise
14431,PHLPP2,cyan,cyan,cyan,lightyellow
14432,SNORA70D,grey,grey,grey,grey
14433,AP1G1,darkorange,darkorange,cyan,magenta
14434,SNORD71,grey,grey,grey,grey
14435,ATXN1L,brown,brown,brown,brown
14436,IST1,grey,grey,darkmagenta,grey
14437,ZNF821,tan,tan,blue,blue
14438,ATP5A1P3,grey,grey,grey,grey
14439,DHODH,blue,blue,blue,blue
14440,TXNL4B,grey,grey,brown,grey
14441,HPR,yellow,plum2,black,grey
14442,DHX38,brown,brown,coral2,green
14443,PMFBP1,bisque4,bisque4,grey,grey
14444,LINC01572,grey,grey,grey,grey
14445,ZFHX3,green,green,tan,brown
14446,RNU7-71P,grey,grey,grey,grey
14447,PSMD7,magenta,darkred,grey60,pink
14448,CLEC18B,violet,darkorange2,darkred,skyblue
14449,GLG1,darkslateblue,darkslateblue,black,purple
14450,RFWD3,turquoise,turquoise,thistle1,turquoise
14451,MLKL,white,white,darkorange,orange
14452,FA2H,blue,blue,blue,green
14453,WDR59,red,red,brown,brown
14454,ZNRF1,red,red,brown,brown
14455,LDHD,blue,blue,blue,blue
14456,ZFP1,yellow,plum2,thistle1,turquoise
14457,BCAR1,greenyellow,greenyellow,coral2,brown
14458,CFDP1,darkseagreen4,darkseagreen4,darkmagenta,darkorange
14459,TMEM170A,lightcyan,darkgrey,lightcyan1,paleturquoise
14460,CHST6,steelblue,steelblue,honeydew1,yellowgreen
14461,CHST5,grey,grey,grey,grey
14462,TMEM231,turquoise,turquoise,sienna3,grey
14463,GABARAPL2,magenta,darkred,grey60,pink
14464,ADAT1,grey,grey,black,purple
14465,KARS,darkturquoise,darkturquoise,brown4,blue
14466,TERF2IP,skyblue3,skyblue3,lightgreen,brown4
14467,CNTNAP4,grey,grey,violet,grey
14468,RN7SKP233,grey,grey,darkslateblue,grey
14469,MON1B,green,green,brown,purple
14470,SYCE1L,grey,grey,grey,grey60
14471,NUDT7,grey,grey,grey,grey
14472,VAT1L,darkmagenta,darkmagenta,plum1,floralwhite
14473,WWOX,blue,blue,black,green
14474,RPS3P7,red,red,black,brown
14475,MAF,pink,pink,tan,midnightblue
14476,DYNLRB2,turquoise,turquoise,thistle1,turquoise
14477,CDYL2,red,red,darkred,lightcyan1
14478,CMC2,turquoise,turquoise,thistle1,turquoise
14479,CENPN,midnightblue,darkturquoise,skyblue,blue
14480,ATMIN,yellow,plum2,sienna3,turquoise
14481,C16orf46,green,green,brown,brown
14482,GCSH,turquoise,turquoise,thistle1,turquoise
14483,PKD1L2,grey,grey,thistle1,grey
14484,BCO1,grey,grey,plum1,grey
14485,GAN,yellow,plum2,lightcyan1,turquoise
14486,CMIP,green,green,brown,brown
14487,MIR7854,greenyellow,greenyellow,brown,brown
14488,PLCG2,pink,pink,tan,midnightblue
14489,MPHOSPH6,darkgreen,darkgreen,lightcyan,darkgreen
14490,CDH13,purple,purple,black,purple
14491,MIR8058,grey,grey,grey,grey
14492,MIR3182,grey,grey,grey,grey
14493,HSBP1,lightcyan1,lightcyan1,grey60,pink
14494,MLYCD,maroon,maroon,black,purple
14495,OSGIN1,brown,brown,coral2,brown
14496,NECAB2,tan,tan,coral2,green
14497,SLC38A8,blue,blue,blue,blue
14498,MBTPS1,red,red,cyan,brown
14499,HSDL1,turquoise,turquoise,thistle1,turquoise
14500,DNAAF1,bisque4,bisque4,grey,grey
14501,TAF1C,brown,brown,coral2,brown
14502,WFDC1,brown,brown,blue,green
14503,ATP2C2,brown,brown,coral2,green
14504,TLDC1,purple,purple,black,purple
14505,COTL1,pink,pink,tan,midnightblue
14506,KLHL36,brown,brown,coral2,red
14507,USP10,green,green,black,purple
14508,CRISPLD2,white,white,darkorange,orange
14509,ZDHHC7,brown,brown,brown,brown
14510,KIAA0513,brown,brown,coral2,green
14511,GSE1,paleturquoise,cyan,brown,brown
14512,RN7SL381P,grey,grey,grey,grey
14513,GINS2,yellow,plum2,thistle1,grey
14514,C16orf74,midnightblue,darkturquoise,brown4,blue
14515,EMC8,midnightblue,darkturquoise,brown4,blue
14516,RNU1-103P,grey,grey,grey,grey
14517,COX4I1,darkturquoise,darkturquoise,brown4,blue
14518,IRF8,pink,pink,tan,midnightblue
14519,FENDRR,pink,pink,tan,grey
14520,FOXF1,orange,orange,darkorange,lightyellow
14521,MTHFSD,brown,brown,coral2,red
14522,C16orf95,brown,brown,coral2,salmon
14523,FBXO31,red,red,brown,brown
14524,MAP1LC3B,darkorange,darkorange,saddlebrown,violet
14525,ZCCHC14,cyan,cyan,cyan,lightyellow
14526,JPH3,salmon,honeydew1,coral2,red
14527,KLHDC4,greenyellow,greenyellow,coral2,brown
14528,SLC7A5,red,red,brown,brown
14529,BANP,violet,darkorange2,darkred,skyblue
14530,ZNF469,brown,brown,coral2,green
14531,ZFPM1,brown,brown,coral2,green
14532,ZC3H18,greenyellow,greenyellow,coral2,brown
14533,CYBA,pink,pink,tan,midnightblue
14534,MVD,tan,tan,blue,red
14535,SNAI3-AS1,brown,brown,coral2,green
14536,SNAI3,grey,grey,grey,grey
14537,RNF166,tan,tan,coral2,red
14538,CTU2,tan,tan,coral2,red
14539,PIEZO1,brown,brown,coral2,brown
14540,CDT1,tan,tan,skyblue3,red
14541,APRT,blue,blue,brown4,blue
14542,GALNS,brown,brown,coral2,brown
14543,TRAPPC2L,darkturquoise,darkturquoise,brown4,blue
14544,CBFA2T3,green,green,brown,brown
14545,ACSF3,brown,brown,coral2,green
14546,ZNF778,brown,brown,coral2,brown
14547,ANKRD11,cyan,cyan,cyan,brown
14548,SPG7,tan,tan,blue,green
14549,RPL13,skyblue3,skyblue3,lightpink4,pink
14550,CPNE7,greenyellow,greenyellow,coral2,green
14551,CHMP1A,blue,blue,blue,blue
14552,SPATA33,red,red,brown,brown
14553,CDK10,brown,brown,coral2,green
14554,SPATA2L,tan,tan,blue,red
14555,VPS9D1,brown,brown,coral2,green
14556,ZNF276,bisque4,bisque4,honeydew1,brown
14557,FANCA,purple,purple,black,purple
14558,SPIRE2,brown,brown,coral2,green
14559,TCF25,brown,brown,coral2,green
14560,MC1R,violet,darkorange2,darkred,skyblue
14561,TUBB3,tan,tan,blue,blue
14562,DEF8,royalblue,royalblue,blue,salmon
14563,CENPBD1,blue,blue,blue,blue
14564,AFG3L1P,bisque4,bisque4,coral2,grey
14565,DBNDD1,blue,blue,blue,green
14566,GAS8,blue,blue,blue,green
14567,FAM157C,grey,grey,grey,grey
14568,DOC2B,brown,brown,coral2,green
14569,RPH3AL,brown,brown,coral2,red
14570,C17orf97,brown,brown,black,green
14571,FAM101B,grey,grey,grey,grey
14572,VPS53,paleturquoise,cyan,brown,lightyellow
14573,RPS4XP17,grey,grey,grey,grey
14574,FAM57A,grey,grey,grey,green
14575,GEMIN4,green,green,brown,brown
14576,DBIL5P,turquoise,turquoise,thistle1,grey
14577,GLOD4,turquoise,turquoise,thistle1,turquoise
14578,MRM3,royalblue,royalblue,blue,salmon
14579,NXN,grey,grey,darkred,brown
14580,TIMM22,brown,brown,coral2,green
14581,ABR,green,green,brown,brown
14582,MIR3183,grey,grey,grey,grey
14583,BHLHA9,blue,blue,blue,blue
14584,YWHAE,yellow,plum2,lightcyan1,turquoise
14585,CRK,yellowgreen,grey60,paleturquoise,darkorange
14586,MYO1C,red,red,coral2,brown
14587,INPP5K,blue,blue,blue,blue
14588,PITPNA-AS1,skyblue3,skyblue3,lightpink4,cyan
14589,PITPNA,darkslateblue,darkslateblue,black,purple
14590,SLC43A2,brown,brown,coral2,green
14591,RN7SL105P,blue,blue,blue,blue
14592,SCARF1,salmon,honeydew1,coral2,red
14593,RILP,blue,blue,brown4,blue
14594,PRPF8,paleturquoise,cyan,brown,lightyellow
14595,TLCD2,grey,grey,lightcyan1,grey
14596,MIR22HG,turquoise,turquoise,thistle1,turquoise
14597,WDR81,brown,brown,coral2,green
14598,SERPINF2,brown,brown,coral2,brown
14599,SERPINF1,blue,blue,blue,blue
14600,SMYD4,brown,brown,black,brown
14601,RPA1,purple,purple,black,purple
14602,RTN4RL1,purple,purple,coral2,green
14603,DPH1,red,red,brown,brown
14604,HIC1,grey,grey,darkorange,grey60
14605,SMG6,green,green,brown,brown
14606,SMG6-IT1,grey,grey,grey,grey
14607,SRR,turquoise,turquoise,thistle1,turquoise
14608,HNRNPA1P16,grey,grey,grey,grey
14609,TSR1,turquoise,turquoise,thistle1,turquoise
14610,SNORD91B,grey,grey,grey,brown
14611,SNORD91A,grey,grey,grey,brown
14612,SGSM2,tan,tan,coral2,red
14613,MNT,green,green,brown,brown
14614,METTL16,violet,darkorange2,darkred,skyblue
14615,PAFAH1B1,magenta,darkred,thistle1,pink
14616,RN7SL608P,grey,grey,grey,grey
14617,CLUH,green,green,brown,brown
14618,CCDC92B,greenyellow,greenyellow,coral2,green
14619,MIR1253,grey,grey,blue,grey
14620,RAP1GAP2,brown,brown,coral2,green
14621,OR3A2,red,red,grey,grey
14622,SPATA22,turquoise,turquoise,grey,grey
14623,ASPA,steelblue,steelblue,violet,yellowgreen
14624,TRPV3,cyan,cyan,cyan,brown
14625,TRPV1,red,red,brown,brown
14626,SHPK,grey,grey,grey,grey
14627,CTNS,blue,blue,blue,green
14628,TAX1BP3,turquoise,turquoise,grey60,pink
14629,P2RX5-TAX1BP3,grey,grey,grey,brown
14630,EMC6,lightpink4,lightpink4,salmon4,brown4
14631,P2RX5,brown,brown,coral2,green
14632,ITGAE,magenta,darkred,grey60,pink
14633,NCBP3,orange,orange,darkgreen,cyan
14634,CAMKK1,blue,blue,blue,blue
14635,ATP2A3,grey,grey,brown4,blue
14636,ZZEF1,bisque4,bisque4,brown,brown
14637,RNA5SP434,darkorange,darkorange,plum2,violet
14638,CYB5D2,blue,blue,grey,blue
14639,ANKFY1,cyan,cyan,cyan,purple
14640,UBE2G1,yellow,plum2,greenyellow,turquoise
14641,SPNS3,pink,pink,tan,midnightblue
14642,SPNS2,blue,blue,blue,blue
14643,MYBBP1A,purple,purple,black,green
14644,PELP1,green,green,brown,brown
14645,ARRB2,salmon4,brown,coral2,red
14646,MED11,blue,blue,blue,blue
14647,CXCL16,pink,pink,tan,midnightblue
14648,ZMYND15,midnightblue,darkturquoise,grey,grey
14649,VMO1,grey,grey,grey,grey
14650,PSMB6,darkturquoise,darkturquoise,brown4,blue
14651,PLD2,blue,blue,brown4,blue
14652,MINK1,green,green,brown,brown
14653,CHRNE,greenyellow,greenyellow,coral2,grey
14654,C17orf107,blue,blue,blue,green
14655,SLC25A11,blue,blue,blue,blue
14656,RNF167,blue,blue,blue,blue
14657,PFN1,blue,blue,blue,blue
14658,ENO3,salmon,honeydew1,blue,red
14659,SPAG7,blue,blue,brown4,blue
14660,CAMTA2,green,green,brown,brown
14661,INCA1,blue,blue,blue,blue
14662,KIF1C,steelblue,steelblue,coral2,red
14663,ZFP3,lightcyan,darkgrey,blue,grey
14664,ZNF232,turquoise,turquoise,salmon4,brown4
14665,ZNF594,darkgreen,darkgreen,lightcyan,darkgreen
14666,RABEP1,black,black,greenyellow,turquoise
14667,NUP88,grey,grey,grey,turquoise
14668,RPAIN,turquoise,turquoise,thistle1,turquoise
14669,C1QBP,magenta,darkred,grey60,pink
14670,DHX33,plum1,darkslateblue,bisque4,purple
14671,DERL2,saddlebrown,navajowhite2,mediumpurple3,magenta
14672,MIS12,turquoise,turquoise,thistle1,turquoise
14673,NLRP1,tan,tan,skyblue3,red
14674,WSCD1,brown,brown,coral2,red
14675,PITPNM3,brown,brown,coral2,red
14676,KIAA0753,cyan,cyan,cyan,lightyellow
14677,RNA5SP435,grey,grey,grey,grey
14678,TXNDC17,lightcyan1,lightcyan1,grey60,pink
14679,MED31,magenta,darkred,grey60,pink
14680,C17orf100,midnightblue,darkturquoise,brown4,grey
14681,SLC13A5,darkred,darkred,steelblue,grey
14682,XAF1,yellow,plum2,floralwhite,cyan
14683,TEKT1,purple,purple,thistle1,grey
14684,ALOX12P2,green,green,brown,brown
14685,ALOX12-AS1,grey,grey,darkred,grey
14686,RNASEK,blue,blue,blue,blue
14687,C17orf49,grey,grey,grey,grey
14688,MIR497HG,royalblue,royalblue,blue,salmon
14689,BCL6B,lightyellow,lightyellow,midnightblue,orange
14690,SLC16A13,brown,brown,coral2,green
14691,SLC16A11,tan,tan,blue,red
14692,ASGR2,grey,grey,grey,grey
14693,ASGR1,royalblue,royalblue,blue,red
14694,DLG4,green,green,brown,brown
14695,ACADVL,brown,brown,coral2,brown
14696,MIR324,saddlebrown,navajowhite2,grey,grey
14697,DVL2,brown,brown,coral2,green
14698,PHF23,royalblue,royalblue,blue,salmon
14699,GABARAP,midnightblue,darkturquoise,grey60,pink
14700,CTDNEP1,green,green,brown,brown
14701,ELP5,blue,blue,blue,blue
14702,SLC2A4,grey,grey,grey,grey
14703,YBX2,tan,tan,blue,green
14704,EIF5A,darkturquoise,darkturquoise,brown4,blue
14705,GPS2,salmon,honeydew1,coral2,red
14706,NEURL4,green,green,brown,brown
14707,KCTD11,royalblue,royalblue,coral2,red
14708,TNK1,greenyellow,greenyellow,brown,brown
14709,TMEM256,magenta,darkred,grey60,pink
14710,NLGN2,green,green,brown,brown
14711,FGF11,sienna3,sienna3,orangered4,grey
14712,CHRNB1,midnightblue,darkturquoise,brown4,blue
14713,ZBTB4,brown,brown,coral2,green
14714,POLR2A,green,green,brown,brown
14715,TNFSF12,blue,blue,blue,salmon
14716,TNFSF13,darkturquoise,darkturquoise,darkmagenta,blue
14717,SENP3,blue,blue,blue,red
14718,EIF4A1,orange,orange,darkgreen,grey
14719,MPDU1,darkturquoise,darkturquoise,brown4,blue
14720,SOX15,royalblue,royalblue,coral2,salmon
14721,FXR2,royalblue,royalblue,coral2,red
14722,SHBG,blue,blue,blue,green
14723,SAT2,lightpink4,lightpink4,grey60,pink
14724,ATP1B2,midnightblue,darkturquoise,steelblue,blue
14725,TP53,brown,brown,coral2,green
14726,WRAP53,blue,blue,blue,blue
14727,EFNB3,brown,brown,brown,green
14728,DNAH2,grey,grey,midnightblue,brown
14729,KDM6B,cyan,cyan,cyan,brown
14730,TMEM88,blue,blue,blue,blue
14731,NAA38,darkturquoise,darkturquoise,brown4,blue
14732,CYB5D1,blue,blue,blue,blue
14733,CHD3,greenyellow,greenyellow,coral2,brown
14734,SCARNA21,skyblue3,skyblue3,grey60,mediumpurple3
14735,KCNAB3,brown,brown,black,green
14736,TRAPPC1,purple,purple,black,purple
14737,CNTROB,tan,tan,black,blue
14738,ALOX12B,purple,purple,black,purple
14739,ALOXE3,red,red,grey,brown
14740,PER1,cyan,cyan,coral1,brown
14741,VAMP2,green,green,brown,brown
14742,TMEM107,darkred,darkred,brown4,pink
14743,BORCS6,ivory,ivory,coral2,red
14744,LINC00324,salmon,honeydew1,coral2,red
14745,CTC1,green,green,brown,brown
14746,PFAS,brown,brown,coral2,green
14747,SLC25A35,blue,blue,blue,blue
14748,RANGRF,blue,blue,blue,salmon
14749,ARHGEF15,magenta,darkred,floralwhite,blue
14750,KRBA2,grey,grey,grey,grey
14751,RPL26,skyblue3,skyblue3,grey60,plum2
14752,NDEL1,tan,tan,black,green
14753,MYH10,cyan,cyan,brown,brown
14754,PIK3R6,pink,pink,tan,midnightblue
14755,PIK3R5,brown,brown,coral2,brown
14756,NTN1,brown,brown,coral2,green
14757,STX8,midnightblue,darkturquoise,blue,blue
14758,CFAP52,tan,tan,coral2,green
14759,USP43,tan,tan,black,green
14760,DHRS7C,blue,blue,blue,blue
14761,GLP2R,floralwhite,floralwhite,darkgrey,purple
14762,RCVRN,red,red,coral2,brown
14763,GAS7,darkslateblue,darkslateblue,black,purple
14764,MYH3,lightgreen,lightgreen,thistle1,grey
14765,SCO1,yellow,plum2,thistle1,cyan
14766,ADPRM,turquoise,turquoise,thistle1,turquoise
14767,TMEM220,turquoise,turquoise,thistle1,turquoise
14768,MAGOH2P,yellow,plum2,lightcyan1,cyan
14769,TMEM220-AS1,lightgreen,lightgreen,sienna3,grey
14770,PIRT,grey,grey,tan,grey
14771,SHISA6,green,green,brown,purple
14772,DNAH9,paleturquoise,cyan,grey,grey
14773,ZNF18,lightgreen,lightgreen,sienna3,turquoise
14774,MAP2K4,lightcyan,darkgrey,grey60,pink
14775,MIR744,grey,grey,grey,grey
14776,ARHGAP44,red,red,brown,green
14777,ELAC2,blue,blue,black,green
14778,COX10-AS1,yellowgreen,grey60,grey,magenta
14779,COX10,red,red,black,brown
14780,HS3ST3B1,grey,grey,grey,grey
14781,RPS18P12,grey,grey,grey,grey
14782,PMP22,darkolivegreen,darkolivegreen,steelblue,skyblue3
14783,MIR4731,turquoise,turquoise,grey,turquoise
14784,TEKT3,grey,grey,grey,grey
14785,CDRT4,cyan,cyan,cyan,lightyellow
14786,TVP23C,turquoise,turquoise,grey,grey
14787,TRIM16,brown,brown,coral2,red
14788,ZNF286A,pink,pink,coral2,grey
14789,UBE2SP1,brown,brown,coral2,green
14790,TBC1D26,salmon,honeydew1,coral2,brown
14791,MEIS3P1,brown,brown,coral2,red
14792,ADORA2B,turquoise,turquoise,lightcyan1,turquoise
14793,ZSWIM7,tan,tan,coral2,red
14794,TTC19,lightgreen,lightgreen,thistle1,turquoise
14795,NCOR1,cyan,cyan,cyan,lightyellow
14796,RNU6-862P,yellow,plum2,lightcyan1,darkgreen
14797,PIGL,tan,tan,sienna3,turquoise
14798,MIR1288,grey,grey,grey,grey
14799,CENPV,royalblue,royalblue,coral2,red
14800,UBB,blue,blue,brown4,blue
14801,TRPV2,grey,grey,black,grey
14802,LRRC75A-AS1,lightcyan1,lightcyan1,grey60,pink
14803,LRRC75A,blue,blue,blue,blue
14804,ZNF287,turquoise,turquoise,thistle1,turquoise
14805,ZNF624,turquoise,turquoise,thistle1,turquoise
14806,RNASEH1P2,grey,grey,darkgreen,grey
14807,CCDC144A,grey,grey,grey,grey
14808,UPF3AP1,salmon,honeydew1,coral2,grey
14809,USP32P1,grey,grey,grey,grey
14810,FAM106CP,grey,grey,grey,lightyellow
14811,KRT17P1,grey,grey,grey,grey
14812,MPRIP,green,green,brown,brown
14813,RNU6-767P,orange,orange,saddlebrown,lightyellow
14814,RN7SL775P,grey,grey,grey,grey
14815,PLD6,green,green,brown,brown
14816,FLCN,violet,darkorange2,darkred,skyblue
14817,COPS3,orangered4,orangered4,skyblue,sienna3
14818,NT5M,blue,blue,brown4,blue
14819,RPL13P12,mediumpurple3,mediumpurple3,lightsteelblue1,lightsteelblue1
14820,MED9,brown,brown,coral2,green
14821,RASD1,lavenderblush3,lavenderblush3,darkred,brown
14822,PEMT,blue,blue,blue,blue
14823,RAI1,green,green,brown,brown
14824,SMCR5,red,red,brown,brown
14825,SREBF1,tan,tan,black,green
14826,TOM1L2,brown,brown,black,green
14827,DRC3,red,red,grey,brown
14828,ATPAF2,brown,brown,brown,brown
14829,GID4,green,green,brown,brown
14830,DRG2,royalblue,royalblue,coral2,salmon
14831,MYO15A,red,red,brown,brown
14832,ALKBH5,brown,brown,coral2,green
14833,LLGL1,blue,blue,blue,green
14834,FLII,red,red,brown,brown
14835,MIEF2,blue,blue,blue,red
14836,TOP3A,red,red,brown,brown
14837,SMCR8,brown,brown,brown,brown
14838,SHMT1,red,red,brown,brown
14839,KRT17P2,darkred,darkred,brown4,pink
14840,FAM106A,grey,grey,grey,grey
14841,CCDC144B,grey,grey,grey,cyan
14842,ZNF286B,yellow,plum2,grey,turquoise
14843,FOXO3B,green,green,brown,purple
14844,UBE2SP2,sienna3,sienna3,lightsteelblue1,red
14845,TRIM16L,grey,grey,grey,grey
14846,TVP23B,turquoise,turquoise,thistle1,turquoise
14847,PRPSAP2,magenta,darkred,thistle1,pink
14848,GRAP,turquoise,turquoise,floralwhite,midnightblue
14849,SNORD3B-1,magenta,darkred,orangered4,lightsteelblue1
14850,SNORD3B-2,turquoise,turquoise,orangered4,lightsteelblue1
14851,SNORD3A,sienna3,sienna3,orangered4,mediumpurple3
14852,SNORD3C,sienna3,sienna3,orangered4,mediumpurple3
14853,EPN2,brown,brown,coral2,green
14854,B9D1,blue,blue,antiquewhite4,blue
14855,MAPK7,greenyellow,greenyellow,brown,brown
14856,MFAP4,lightyellow,lightyellow,midnightblue,grey60
14857,RNF112,blue,blue,blue,blue
14858,RPS2P46,tan,tan,coral2,red
14859,SLC47A1,lightyellow,lightyellow,midnightblue,grey60
14860,SNORA59B,grey,grey,grey,grey
14861,SLC47A1P1,grey,grey,grey,grey
14862,ALDH3A2,grey60,grey60,paleturquoise,darkgreen
14863,ULK2,yellow,plum2,lightcyan1,magenta
14864,AKAP10,yellow,plum2,greenyellow,darkgreen
14865,SPECC1,grey,grey,grey,brown
14866,KCTD9P1,grey60,grey60,lightcyan,darkgreen
14867,RNU6-1057P,grey,grey,grey,grey
14868,CCDC144CP,palevioletred3,darkgreen,lightcyan,darkgreen
14869,USP32P3,grey,grey,darkred,grey
14870,MEIS3P2,blue,blue,blue,blue
14871,SCDP1,tan,tan,black,green
14872,ABHD17AP6,salmon,honeydew1,coral2,brown
14873,CCDC144NL,green,green,darkgreen,grey
14874,CCDC144NL-AS1,grey,grey,sienna3,turquoise
14875,USP22,purple,purple,black,green
14876,LINC01563,turquoise,turquoise,grey,grey
14877,DHRS7B,midnightblue,darkturquoise,brown4,blue
14878,TMEM11,brown,brown,coral2,green
14879,NATD1,brown,brown,coral2,green
14880,MAP2K3,red,red,brown,brown
14881,KCNJ12,blue,blue,coral2,red
14882,C17orf51,brown,brown,brown,brown
14883,UBBP4,mediumpurple3,mediumpurple3,grey,cyan
14884,WSB1,lightgreen,lightgreen,thistle1,turquoise
14885,KSR1,red,red,brown,brown
14886,LGALS9,pink,pink,tan,midnightblue
14887,NOS2,purple,purple,black,purple
14888,LYRM9,turquoise,turquoise,skyblue,turquoise
14889,NLK,thistle1,thistle1,bisque4,purple
14890,TMEM97,brown,brown,blue,salmon
14891,IFT20,grey60,grey60,lavenderblush3,grey
14892,TNFAIP1,maroon,maroon,black,purple
14893,POLDIP2,blue,blue,brown4,blue
14894,TMEM199,turquoise,turquoise,thistle1,turquoise
14895,SARM1,brown,brown,brown,green
14896,VTN,red,red,brown,brown
14897,SLC46A1,blue,blue,blue,green
14898,RPS7P1,darkred,darkred,lightpink4,plum2
14899,UNC119,brown,brown,darkred,skyblue
14900,PIGS,purple,purple,black,green
14901,ALDOC,darkturquoise,darkturquoise,brown4,blue
14902,SPAG5,violet,darkorange2,grey,brown
14903,KIAA0100,purple,purple,black,green
14904,SDF2,royalblue,royalblue,darkred,skyblue
14905,SUPT6H,cyan,cyan,brown,brown
14906,PROCA1,blue,blue,grey,grey
14907,RAB34,turquoise,turquoise,thistle1,turquoise
14908,RPL23A,blue,blue,blue,blue
14909,SNORD4A,grey,grey,grey,grey
14910,TLCD1,lightsteelblue1,lightsteelblue1,skyblue,grey
14911,NEK8,midnightblue,darkturquoise,steelblue,blue
14912,TRAF4,blue,blue,black,green
14913,FAM222B,green,green,brown,brown
14914,ERAL1,purple,purple,black,green
14915,FLOT2,blue,blue,blue,blue
14916,DHRS13,brown,brown,blue,red
14917,PHF12,green,green,brown,brown
14918,PIPOX,grey,grey,grey60,grey
14919,SEZ6,green,green,black,purple
14920,MYO18A,green,green,brown,brown
14921,TIAF1,green,green,brown,ivory
14922,TWF1P1,black,black,lightgreen,cyan
14923,NUFIP2,yellowgreen,grey60,paleturquoise,skyblue
14924,TAOK1,darkorange,darkorange,saddlebrown,violet
14925,ABHD15,darkturquoise,darkturquoise,thistle1,blue
14926,TP53I13,salmon,honeydew1,blue,red
14927,GIT1,brown,brown,coral2,red
14928,ANKRD13B,greenyellow,greenyellow,coral2,brown
14929,CORO6,tan,tan,black,green
14930,SSH2,cyan,cyan,cyan,lightyellow
