Order,Symbol,dynamicColors_GS3_prot,mergedColors,consensus_GS3
7656,PLXNA4,black,black,yellow
7657,CHCHD3,grey,grey,grey
7658,EXOC4,plum1,plum1,grey
7659,LRGUK,grey,grey,grey
7660,SLC35B4,green,green,turquoise
7661,AKR1B1,pink,green,lightcyan
7662,BPGM,blue,blue,blue
7663,CALD1,royalblue,royalblue,cyan
7664,AGBL3,blue,blue,blue
7665,C7orf49,green,green,turquoise
7666,TMEM140,turquoise,salmon,green
7667,WDR91,turquoise,salmon,turquoise
7668,MIR6509,grey,grey,grey
7669,CNOT4,orange,lightgreen,darkgreen
7670,NUP205,grey,grey,grey
7671,C7orf73,blue,blue,blue
7672,MTPN,blue,blue,blue
7673,CHRM2,darkolivegreen,darkolivegreen,plum1
7674,MIR490,grey,grey,blue
7675,PTN,blue,blue,blue
7676,DGKI,yellow,darkred,blue
7677,CREB3L2,orange,lightgreen,yellow
7678,TRIM24,yellow,darkred,blue
7679,KIAA1549,lightgreen,lightgreen,darkgreen
7680,RNU6-1272P,orange,lightgreen,grey
7681,ZC3HAV1L,grey,grey,yellow
7682,ZC3HAV1,darkgrey,darkgrey,darkorange
7683,TTC26,saddlebrown,cyan,pink
7684,UBN2,skyblue3,skyblue,paleturquoise
7685,C7orf55,midnightblue,midnightblue,greenyellow
7686,LUC7L2,lightyellow,bisque4,blue
7687,CLEC2L,green,green,turquoise
7688,ERHP1,turquoise,salmon,yellow
7689,HIPK2,thistle2,thistle2,darkgrey
7690,TBXAS1,magenta,magenta,salmon
7691,PARP12,floralwhite,floralwhite,salmon
7692,KDM7A,darkgreen,cyan,pink
7693,JHDM1D-AS1,green,green,turquoise
7694,SLC37A3,blue,blue,blue
7695,MKRN1,midnightblue,midnightblue,lightcyan
7696,DENND2A,brown,brown,turquoise
7697,ADCK2,greenyellow,greenyellow,turquoise
7698,NDUFB2,pink,green,lightcyan
7699,NDUFB2-AS1,grey,grey,grey
7700,BRAF,yellow,darkred,blue
7701,MRPS33,purple,midnightblue,greenyellow
7702,TMEM178B,lightgreen,lightgreen,darkgreen
7703,NDUFB10P2,red,black,yellow
7704,AGK,pink,green,lightcyan
7705,KIAA1147,grey,grey,pink
7706,WEE2-AS1,grey,grey,turquoise
7707,SSBP1,purple,midnightblue,greenyellow
7708,TAS2R3,orange,lightgreen,yellow
7709,TAS2R4,orange,lightgreen,darkgreen
7710,TAS2R6P,grey,grey,yellow
7711,TAS2R5,grey,grey,yellow
7712,MYL6P4,grey,grey,grey
7713,OR9A3P,grey,grey,grey
7714,TRBV19,grey,grey,grey
7715,TRBC2,pink,green,lightcyan
7716,EPHB6,brown,brown,turquoise
7717,TRPV5,steelblue,steelblue,darkgrey
7718,KEL,steelblue,steelblue,darkgrey
7719,OR9A2,steelblue,steelblue,grey
7720,OR9P1P,grey,grey,grey
7721,OR6W1P,steelblue,steelblue,grey
7722,GSTK1,turquoise,salmon,green
7723,TMEM139,grey,grey,grey
7724,CASP2,black,black,yellow
7725,RN7SL535P,grey,grey,grey
7726,RN7SL481P,grey,grey,grey
7727,FAM131B,green,green,turquoise
7728,ZYX,red,black,yellow
7729,TCAF1P1,red,black,black
7730,TCAF2,red,black,yellow
7731,TCAF1,blue,blue,blue
7732,TPK1,lightyellow,bisque4,blue
7733,EEF1A1P10,yellow,darkred,blue
7734,CNTNAP2,orange,lightgreen,violet
7735,RANP2,grey,grey,grey
7736,RNU6-1184P,grey,grey,grey
7737,RNA5SP249,grey,grey,grey
7738,RN7SL456P,black,black,grey
7739,CUL1,grey,grey,grey
7740,EZH2,yellow,darkred,blue
7741,RN7SL569P,grey,grey,grey
7742,RNY3,darkmagenta,darkmagenta,orangered4
7743,RNY1,darkmagenta,darkmagenta,orangered4
7744,GHET1,grey,grey,grey
7745,PDIA4,lightcyan,darkorange,darkorange
7746,ZNF786,brown,brown,green
7747,ZNF425,brown,brown,turquoise
7748,RN7SL521P,greenyellow,greenyellow,grey
7749,ZNF398,lightgreen,lightgreen,yellow
7750,ZNF282,turquoise,salmon,green
7751,ZNF212,turquoise,salmon,turquoise
7752,ZNF783,turquoise,salmon,turquoise
7753,ZNF777,red,black,turquoise
7754,ZNF746,red,black,yellow
7755,ZNF767P,red,black,yellow
7756,KRBA1,turquoise,salmon,turquoise
7757,ZNF467,brown,brown,green
7758,SSPO,turquoise,salmon,turquoise
7759,ZNF862,turquoise,salmon,black
7760,ATP6V0E2-AS1,turquoise,salmon,turquoise
7761,ATP6V0E2,green,green,turquoise
7762,ACTR3C,lightcyan,darkorange,darkorange
7763,LRRC61,red,black,yellow
7764,ZBED6CL,grey,grey,grey
7765,RARRES2,brown,brown,turquoise
7766,REPIN1,greenyellow,greenyellow,green
7767,ZNF775,sienna3,sienna3,lightsteelblue1
7768,LINC00996,grey,grey,grey
7769,GIMAP8,floralwhite,floralwhite,salmon
7770,GIMAP7,floralwhite,floralwhite,blue
7771,GIMAP4,magenta,magenta,salmon
7772,GIMAP6,floralwhite,floralwhite,salmon
7773,GIMAP2,magenta,magenta,salmon
7774,GIMAP1,floralwhite,floralwhite,blue
7775,GIMAP5,yellow,darkred,blue
7776,TMEM176B,magenta,magenta,salmon
7777,TMEM176A,magenta,magenta,green
7778,KCNH2,brown,brown,green
7779,NOS3,grey60,grey60,cyan
7780,ATG9B,turquoise,salmon,green
7781,ABCB8,salmon,salmon,black
7782,ASIC3,red,black,black
7783,CDK5,green,green,turquoise
7784,SLC4A2,brown,brown,green
7785,FASTK,green,green,turquoise
7786,TMUB1,sienna3,sienna3,lightsteelblue1
7787,AGAP3,red,black,yellow
7788,ABCF2,turquoise,salmon,turquoise
7789,CHPF2,turquoise,salmon,black
7790,SMARCD3,turquoise,salmon,turquoise
7791,NUB1,tan,tan,tan
7792,WDR86,white,white,turquoise
7793,WDR86-AS1,grey60,grey60,cyan
7794,CRYGN,brown,brown,turquoise
7795,RHEB,blue,blue,blue
7796,PRKAG2,skyblue,skyblue,darkgreen
7797,PRKAG2-AS1,grey,grey,greenyellow
7798,GALNTL5,grey,grey,grey
7799,GALNT11,plum1,plum1,grey
7800,YBX1P4,grey,grey,grey
7801,KMT2C,skyblue,skyblue,brown4
7802,SEPT7P6,grey,grey,tan
7803,LINC01003,blue,blue,blue
7804,XRCC2,grey,grey,grey
7805,ACTR3B,white,white,greenyellow
7806,DPP6,red,black,black
7807,PAXIP1-AS2,saddlebrown,cyan,pink
7808,PAXIP1,grey,grey,grey
7809,PAXIP1-AS1,blue,blue,blue
7810,HTR5A-AS1,lightcyan,darkorange,grey
7811,HTR5A,turquoise,salmon,yellow
7812,INSIG1,blue,blue,blue
7813,RBM33,skyblue,skyblue,grey60
7814,SHH,turquoise,salmon,green
7815,LINC01006,turquoise,salmon,black
7816,RNF32,grey,grey,grey
7817,LMBR1,blue,blue,blue
7818,NOM1,turquoise,salmon,yellow
7819,UBE3C,blue,blue,blue
7820,DNAJB6,darkorange,darkorange,darkorange
7821,PTPRN2,red,black,yellow
7822,MIR595,grey,grey,yellow
7823,THAP5P1,grey,grey,grey
7824,NCAPG2,green,green,grey
7825,ESYT2,yellow,darkred,blue
7826,WDR60,tan,tan,tan
7827,VIPR2,brown,brown,turquoise
7828,RPL23AP53,grey,grey,grey
7829,ZNF596,lightyellow,bisque4,blue
7830,FAM87A,green,green,turquoise
7831,FBXO25,grey,grey,grey
7832,TDRP,blue,blue,blue
7833,ERICH1,black,black,yellow
7834,DLGAP2,orange,lightgreen,darkgreen
7835,CLN8,red,black,yellow
7836,ARHGEF10,skyblue3,skyblue,grey60
7837,KBTBD11-OT1,black,black,grey
7838,KBTBD11,grey,grey,grey
7839,MYOM2,black,black,yellow
7840,MIR7160,grey,grey,yellow
7841,CSMD1,lightcyan1,lightcyan1,violet
7842,MCPH1,tan,tan,tan
7843,ANGPT2,grey60,grey60,cyan
7844,MCPH1-AS1,grey,grey,grey
7845,AGPAT5,blue,blue,blue
7846,MIR4659A,red,black,yellow
7847,OR7E125P,grey,grey,grey
7848,FAM66B,grey,grey,grey
7849,FAM66E,grey,grey,grey
7850,ENPP7P1,green,green,turquoise
7851,FAM85B,turquoise,salmon,yellow
7852,FAM86B3P,green,green,turquoise
7853,MFHAS1,turquoise,salmon,green
7854,ERI1,blue,blue,blue
7855,PPP1R3B,darkgrey,darkgrey,darkturquoise
7856,TNKS,lightgreen,lightgreen,darkgreen
7857,MIR597,grey,grey,blue
7858,LINC00599,turquoise,salmon,green
7859,MSRA,skyblue,skyblue,grey
7860,RNU6-729P,grey,grey,grey
7861,SOX7,skyblue3,skyblue,grey
7862,PINX1,red,black,grey
7863,MIR1322,grey,grey,grey
7864,XKR6,skyblue,skyblue,darkgreen
7865,MIR598,turquoise,salmon,yellow
7866,MTMR9,blue,blue,blue
7867,SLC35G5,turquoise,salmon,yellow
7868,TDH,grey,grey,grey
7869,FAM167A,violet,violet,blue
7870,NEIL2,midnightblue,midnightblue,thistle1
7871,SUB1P1,red,black,yellow
7872,FDFT1,blue,blue,blue
7873,CTSB,green,green,turquoise
7874,DEFB134,lightgreen,lightgreen,grey
7875,FAM66D,grey,grey,grey
7876,ALG1L11P,grey,grey,yellow
7877,FAM66A,grey,grey,grey
7878,ALG1L12P,grey,grey,blue
7879,ENPP7P6,turquoise,salmon,black
7880,RPS3AP34,skyblue,skyblue,grey
7881,RPS3AP35,black,black,yellow
7882,LONRF1,darkgreen,cyan,pink
7883,KIAA1456,yellow,darkred,blue
7884,DLC1,red,black,yellow
7885,MTND4P7,greenyellow,greenyellow,turquoise
7886,C8orf48,blue,blue,blue
7887,SGCZ,green,green,grey
7888,RNU6-397P,grey,grey,grey
7889,MIR383,grey,grey,grey
7890,TUSC3,blue,blue,blue
7891,MSR1,darkgrey,darkgrey,darkturquoise
7892,FGF20,blue,blue,blue
7893,MICU3,yellow,darkred,blue
7894,ZDHHC2,cyan,cyan,pink
7895,CNOT7,blue,blue,blue
7896,VPS37A,yellow,darkred,blue
7897,MTMR7,grey,grey,blue
7898,SLC7A2,maroon,maroon,blue
7899,PDGFRL,grey,grey,grey
7900,MTUS1,darkturquoise,darkturquoise,pink
7901,MIR548V,yellow,darkred,blue
7902,FGL1,yellow,darkred,blue
7903,PCM1,tan,tan,blue
7904,ASAH1,blue,blue,blue
7905,PSD3,yellow,darkred,blue
7906,RPL35P6,grey,grey,blue
7907,SH2D4A,grey,grey,grey
7908,CSGALNACT1,yellow,darkred,grey
7909,INTS10,yellow,darkred,blue
7910,LPL,yellow,darkred,grey
7911,ATP6V1B2,pink,green,lightcyan
7912,RNU6-892P,grey,grey,grey
7913,LZTS1,red,black,yellow
7914,GFRA2,salmon,salmon,black
7915,XPO7,lightgreen,lightgreen,darkgreen
7916,NPM2,sienna3,sienna3,lightsteelblue1
7917,FGF17,lightcyan,darkorange,darkorange
7918,DMTN,turquoise,salmon,green
7919,FAM160B2,turquoise,salmon,green
7920,NUDT18,pink,green,lightcyan
7921,HR,brown,brown,turquoise
7922,REEP4,greenyellow,greenyellow,green
7923,LGI3,red,black,yellow
7924,SFTPC,greenyellow,greenyellow,green
7925,BMP1,lightsteelblue1,lightsteelblue1,green
7926,PHYHIP,red,black,yellow
7927,POLR3D,red,black,yellow
7928,PIWIL2,yellow,darkred,grey
7929,SLC39A14,turquoise,salmon,yellow
7930,PPP3CC,yellow,darkred,blue
7931,SORBS3,turquoise,salmon,green
7932,PDLIM2,green,green,turquoise
7933,C8orf58,brown,brown,turquoise
7934,CCAR2,salmon,salmon,black
7935,BIN3,brown,brown,green
7936,EGR3,orange,lightgreen,darkgreen
7937,PEBP4,blue,blue,blue
7938,RHOBTB2,turquoise,salmon,turquoise
7939,TNFRSF10B,darkgrey,darkgrey,darkturquoise
7940,TNFRSF10D,darkgrey,darkgrey,darkturquoise
7941,TNFRSF10A,darkgrey,darkgrey,darkturquoise
7942,CHMP7,turquoise,salmon,turquoise
7943,R3HCC1,pink,green,turquoise
7944,LOXL2,darkgrey,darkgrey,yellow
7945,ENTPD4,turquoise,salmon,black
7946,SLC25A37,turquoise,salmon,grey
7947,NKX3-1,grey,grey,grey
7948,ADAM28,magenta,magenta,salmon
7949,NEFM,black,black,yellow
7950,NEFL,green,green,turquoise
7951,DOCK5,steelblue,steelblue,darkgrey
7952,GNRH1,royalblue,royalblue,grey
7953,KCTD9,darkturquoise,darkturquoise,paleturquoise
7954,PPP2R2A,darkturquoise,darkturquoise,paleturquoise
7955,SDAD1P1,grey,grey,grey
7956,BNIP3L,blue,blue,blue
7957,PNMA2,plum1,plum1,lightcyan
7958,DPYSL2,red,black,yellow
7959,ADRA1A,turquoise,salmon,grey
7960,COX6B1P4,grey,grey,blue
7961,STMN4,grey,grey,yellow
7962,TRIM35,brown,brown,turquoise
7963,PTK2B,salmon,salmon,black
7964,CHRNA2,turquoise,salmon,black
7965,EPHX2,floralwhite,floralwhite,lightcyan
7966,CLU,turquoise,salmon,green
7967,SCARA3,turquoise,salmon,turquoise
7968,RNU6-1086P,grey,grey,grey
7969,MIR3622A,grey,grey,black
7970,CCDC25,bisque4,bisque4,blue
7971,SCARA5,grey60,grey60,cyan
7972,ELP3,plum1,plum1,lightcyan
7973,PNOC,pink,green,turquoise
7974,ZNF395,turquoise,salmon,turquoise
7975,FBXO16,green,green,turquoise
7976,FZD3,yellow,darkred,blue
7977,RNA5SP259,grey,grey,grey
7978,EXTL3,salmon,salmon,black
7979,EXTL3-AS1,turquoise,salmon,turquoise
7980,INTS9,turquoise,salmon,black
7981,HMBOX1,lightgreen,lightgreen,darkgreen
7982,HMBOX1-IT1,yellow,darkred,blue
7983,KIF13B,steelblue,steelblue,darkgrey
7984,DUSP4,ivory,ivory,grey
7985,MAP2K1P1,grey,grey,grey
7986,SARAF,purple,midnightblue,greenyellow
7987,LEPROTL1,cyan,cyan,pink
7988,DCTN6,blue,blue,greenyellow
7989,HSPA8P11,lightcyan,darkorange,darkorange
7990,TUBBP1,black,black,grey
7991,RBPMS,grey60,grey60,cyan
7992,GTF2E2,darkorange,darkorange,grey60
7993,SMIM18,midnightblue,midnightblue,greenyellow
7994,GSR,grey,grey,grey
7995,UBXN8,blue,blue,blue
7996,PPP2CB,purple,midnightblue,greenyellow
7997,TEX15,darkgreen,cyan,pink
7998,PURG,yellow,darkred,blue
7999,WRN,darkred,darkred,blue
8000,NRG1,darkolivegreen,darkolivegreen,yellow
8001,NRG1-IT1,yellow,darkred,blue
8002,RNA5SP263,grey,grey,grey
8003,NRG1-IT3,grey,grey,grey
8004,FUT10,blue,blue,pink
8005,TTI2,lightcyan,darkorange,green
8006,MAK16,yellow,darkred,blue
8007,SNORD13,darkmagenta,darkmagenta,orangered4
8008,RNF122,darkgrey,darkgrey,grey
8009,DUSP26,brown,brown,green
8010,UNC5D,darkturquoise,darkturquoise,blue
8011,LSM12P1,turquoise,salmon,turquoise
8012,LINC01605,turquoise,salmon,yellow
8013,ZNF703,red,black,yellow
8014,ERLIN2,yellowgreen,yellowgreen,yellowgreen
8015,PROSC,greenyellow,greenyellow,grey
8016,ADGRA2,lightsteelblue1,lightsteelblue1,green
8017,BRF2,pink,green,turquoise
8018,RAB11FIP1,white,white,skyblue
8019,EIF4EBP1,greenyellow,greenyellow,green
8020,ASH2L,green,green,turquoise
8021,RNU6-988P,turquoise,salmon,black
8022,STAR,turquoise,salmon,turquoise
8023,LSM1,paleturquoise,mediumpurple3,thistle1
8024,RNU6-323P,grey,grey,grey
8025,BAG4,blue,blue,blue
8026,DDHD2,blue,blue,blue
8027,PLPP5,grey,grey,grey
8028,WHSC1L1,skyblue3,skyblue,grey60
8029,LETM2,grey,grey,grey
8030,FGFR1,darkorange2,darkorange2,darkorange
8031,RPS20P22,lightcyan,darkorange,grey60
8032,RNF5P1,grey,grey,grey
8033,TACC1,yellow,darkred,blue
8034,PLEKHA2,green,green,turquoise
8035,TM2D2,grey,grey,greenyellow
8036,ADAM9,yellow,darkred,blue
8037,ADAM32,darkgreen,cyan,blue
8038,C8orf4,ivory,ivory,blue
8039,ZMAT4,turquoise,salmon,grey
8040,SFRP1,grey,grey,blue
8041,GOLGA7,blue,blue,blue
8042,KRT18P37,grey,grey,grey
8043,GINS4,blue,blue,blue
8044,GPAT4,turquoise,salmon,turquoise
8045,NKX6-3,brown,brown,turquoise
8046,ANK1,red,black,green
8047,KAT6A,skyblue,skyblue,brown4
8048,AP3M2,plum1,plum1,sienna3
8049,PLAT,brown,brown,cyan
8050,IKBKB,magenta,magenta,plum2
8051,POLB,blue,blue,mediumpurple3
8052,RPL5P23,grey,grey,yellow
8053,VDAC3,midnightblue,midnightblue,greenyellow
8054,SLC20A2,turquoise,salmon,black
8055,SMIM19,purple,midnightblue,blue
8056,CHRNB3,turquoise,salmon,yellow
8057,CHRNA6,turquoise,salmon,skyblue
8058,THAP1,darkorange,darkorange,pink
8059,RNF170,blue,blue,blue
8060,HOOK3,yellow,darkred,blue
8061,FNTA,darkgreen,cyan,pink
8062,RNU1-124P,yellow,darkred,blue
8063,POMK,turquoise,salmon,black
8064,HGSNAT,lightyellow,bisque4,grey
8065,SPIDR,skyblue,skyblue,grey
8066,CEBPD,darkgrey,darkgrey,darkturquoise
8067,PRKDC,orange,lightgreen,darkgreen
8068,MCM4,green,green,turquoise
8069,UBE2V2,blue,blue,blue
8070,EFCAB1,brown,brown,yellow
8071,SNAI2,grey,grey,grey
8072,SNTG1,royalblue,royalblue,grey
8073,PXDNL,turquoise,salmon,grey
8074,PCMTD1,cyan,cyan,pink
8075,ST18,steelblue,steelblue,darkgrey
8076,RPL34P17,steelblue,steelblue,darkgrey
8077,RB1CC1,tan,tan,tan
8078,OPRK1,darkolivegreen,darkolivegreen,grey
8079,ATP6V1H,midnightblue,midnightblue,thistle1
8080,RGS20,blue,blue,blue
8081,RNU6-1331P,blue,blue,blue
8082,TCEA1,mediumpurple3,mediumpurple3,blue
8083,LYPLA1,blue,blue,blue
8084,MRPL15,midnightblue,midnightblue,greenyellow
8085,SOX17,blue,blue,blue
8086,XKR4,yellow,darkred,blue
8087,TMEM68,mediumpurple3,mediumpurple3,darkslateblue
8088,TGS1,tan,tan,tan
8089,LYN,magenta,magenta,salmon
8090,RPS20,plum2,plum2,mediumpurple3
8091,PLAG1,yellow,darkred,blue
8092,CHCHD7,purple,midnightblue,blue
8093,SDR16C5,grey,grey,greenyellow
8094,PENK,white,white,skyblue
8095,IMPAD1,blue,blue,blue
8096,LINC01606,black,black,grey
8097,FAM110B,grey,grey,grey
8098,UBXN2B,darkturquoise,darkturquoise,darkgreen
8099,SDCBP,cyan,cyan,pink
8100,NSMAF,lightyellow,bisque4,blue
8101,TOX,darkolivegreen,darkolivegreen,grey
8102,RNU4-50P,grey,grey,grey
8103,CA8,saddlebrown,cyan,pink
8104,LINC01301,black,black,yellow
8105,RAB2A,blue,blue,blue
8106,CHD7,steelblue,steelblue,darkgrey
8107,CLVS1,lightcyan,darkorange,green
8108,NPM1P6,yellow,darkred,grey
8109,ASPH,blue,blue,blue
8110,RN7SKP97,grey,grey,grey
8111,NKAIN3,blue,blue,blue
8112,SRPK2P,grey,grey,tan
8113,GGH,purple,midnightblue,greenyellow
8114,TTPA,yellowgreen,yellowgreen,yellowgreen
8115,YTHDF3-AS1,grey,grey,grey
8116,YTHDF3,saddlebrown,cyan,pink
8117,LINC01289,yellow,darkred,blue
8118,MIR124-2HG,cyan,cyan,pink
8119,MIR124-2,midnightblue,midnightblue,greenyellow
8120,BHLHE22,blue,blue,greenyellow
8121,CYP7B1,cyan,cyan,pink
8122,LINC01299,yellow,darkred,grey
8123,ARMC1,blue,blue,blue
8124,MTFR1,saddlebrown,cyan,pink
8125,PDE7A,darkred,darkred,blue
8126,CRH,ivory,ivory,skyblue
8127,RRS1-AS1,blue,blue,blue
8128,RRS1,salmon4,salmon4,bisque4
8129,ADHFE1,bisque4,bisque4,blue
8130,C8orf46,white,white,skyblue
8131,MYBL1,blue,blue,blue
8132,VCPIP1,darkturquoise,darkturquoise,paleturquoise
8133,C8orf44-SGK3,turquoise,salmon,black
8134,C8orf44,blue,blue,blue
8135,SGK3,cyan,cyan,pink
8136,MCMDC2,grey,grey,grey
8137,SNHG6,purple,midnightblue,mediumpurple3
8138,PPP1R42,blue,blue,blue
8139,COPS5,purple,midnightblue,greenyellow
8140,CSPP1,tan,tan,tan
8141,RNA5SP268,blue,blue,blue
8142,ARFGEF1,skyblue3,skyblue,grey60
8143,PREX2,cyan,cyan,pink
8144,C8orf34-AS1,orange,lightgreen,yellow
8145,C8orf34,cyan,cyan,pink
8146,SULF1,darkolivegreen,darkolivegreen,plum1
8147,SLCO5A1,yellow,darkred,blue
8148,SDCBPP2,blue,blue,blue
8149,NCOA2,lightgreen,lightgreen,darkgreen
8150,TRAM1,yellow,darkred,blue
8151,LACTB2,yellow,darkred,blue
8152,XKR9,blue,blue,blue
8153,EYA1,royalblue,royalblue,pink
8154,MSC-AS1,darkolivegreen,darkolivegreen,grey
8155,MSC,turquoise,salmon,turquoise
8156,RPS20P20,grey,grey,grey
8157,KCNB2,red,black,yellow
8158,TERF1,tan,tan,tan
8159,RPL7,plum2,plum2,mediumpurple3
8160,RDH10,blue,blue,blue
8161,STAU2,yellow,darkred,blue
8162,UBE2W,cyan,cyan,pink
8163,RN7SL760P,yellow,darkred,grey
8164,TCEB1,purple,midnightblue,greenyellow
8165,TMEM70,purple,midnightblue,greenyellow
8166,LY96,yellow,darkred,blue
8167,JPH1,black,black,yellow
8168,GDAP1,blue,blue,blue
8169,MIR2052HG,yellow,darkred,grey
8170,MIR2052,yellow,darkred,blue
8171,PI15,yellow,darkred,blue
8172,CRISPLD1,blue,blue,blue
8173,ZFHX4-AS1,cyan,cyan,yellowgreen
8174,ZFHX4,orange,lightgreen,grey
8175,MIR3149,turquoise,salmon,turquoise
8176,PEX2,blue,blue,blue
8177,PKIA,darkolivegreen,darkolivegreen,pink
8178,ZC2HC1A,yellow,darkred,blue
8179,THAP12P7,tan,tan,blue
8180,STMN2,greenyellow,greenyellow,green
8181,HEY1,blue,blue,darkslateblue
8182,LINC01607,green,green,blue
8183,MRPS28,midnightblue,midnightblue,greenyellow
8184,TPD52,darkturquoise,darkturquoise,blue
8185,ZBTB10,yellow,darkred,blue
8186,RPSAP47,grey,grey,grey
8187,ZNF704,darkturquoise,darkturquoise,grey
8188,CKS1BP7,darkgreen,cyan,grey
8189,RNU11-6P,grey,grey,grey
8190,RN7SL308P,grey,grey,grey
8191,HMGB1P41,skyblue,skyblue,grey
8192,PAG1,royalblue,royalblue,pink
8193,FABP5,grey,grey,greenyellow
8194,PMP2,blue,blue,blue
8195,FTH1P11,yellow,darkred,blue
8196,IMPA1P1,darkolivegreen,darkolivegreen,grey
8197,IMPA1,purple,midnightblue,blue
8198,SLC10A5,darkorange,darkorange,grey60
8199,ZFAND1,blue,blue,blue
8200,SNX16,cyan,cyan,pink
8201,HNRNPA1P4,grey,grey,grey
8202,RALYL,darkolivegreen,darkolivegreen,grey
8203,LRRCC1,darkred,darkred,blue
8204,E2F5,mediumpurple3,mediumpurple3,darkslateblue
8205,C8orf59,palevioletred3,palevioletred3,blue
8206,CA13,grey,grey,grey
8207,CA3,grey,grey,grey
8208,CA3-AS1,grey,grey,grey
8209,CA2,greenyellow,greenyellow,green
8210,WWP1,darkturquoise,darkturquoise,paleturquoise
8211,RMDN1,blue,blue,blue
8212,NTAN1P2,grey,grey,grey
8213,CPNE3,darkgreen,cyan,pink
8214,MMP16,darkolivegreen,darkolivegreen,pink
8215,RPSAP74,yellow,darkred,blue
8216,KRT8P4,grey,grey,blue
8217,RIPK2,lightcyan,darkorange,grey60
8218,RNU6-925P,yellow,darkred,blue
8219,OSGIN2,blue,blue,blue
8220,NBN,yellow,darkred,blue
8221,DECR1,blue,blue,blue
8222,CALB1,white,white,skyblue
8223,LINC01030,grey,grey,grey
8224,TMEM64,saddlebrown,cyan,pink
8225,NECAB1,yellow,darkred,blue
8226,C8orf88,grey60,grey60,grey
8227,TMEM55A,paleturquoise,mediumpurple3,pink
8228,OTUD6B-AS1,salmon4,salmon4,tan
8229,OTUD6B,blue,blue,blue
8230,LRRC69,royalblue,royalblue,pink
8231,RUNX1T1,brown4,brown4,darkgreen
8232,TRIQK,yellow,darkred,blue
8233,LINC00535,lightgreen,lightgreen,grey
8234,FAM92A1,yellow,darkred,blue
8235,RBM12B,darkorange,darkorange,grey60
8236,TMEM67,yellow,darkred,blue
8237,PDP1,blue,blue,pink
8238,MIR378D2,brown,brown,green
8239,RPL34P18,yellow,darkred,grey
8240,GEM,darkgrey,darkgrey,darkturquoise
8241,RAD54B,blue,blue,blue
8242,FSBP,turquoise,salmon,grey
8243,KIAA1429,yellow,darkred,blue
8244,DPY19L4,cyan,cyan,pink
8245,INTS8,darkorange,darkorange,grey60
8246,CCNE2,violet,violet,darkolivegreen
8247,NDUFAF6,blue,blue,blue
8248,TP53INP1,blue,blue,blue
8249,RNU6-1209P,grey,grey,grey
8250,PLEKHF2,darkgreen,cyan,pink
8251,C8orf37-AS1,blue,blue,blue
8252,C8orf37,grey,grey,blue
8253,GDF6,turquoise,salmon,yellow
8254,UQCRB,purple,midnightblue,greenyellow
8255,MTERF3,cyan,cyan,pink
8256,PTDSS1,turquoise,salmon,turquoise
8257,SDC2,cyan,cyan,pink
8258,CPQ,grey,grey,blue
8259,TSPYL5,salmon,salmon,violet
8260,MTDH,yellow,darkred,blue
8261,LAPTM4B,plum1,plum1,sienna3
8262,MATN2,skyblue,skyblue,grey
8263,RPL30,green,green,turquoise
8264,SNORA72,blue,blue,blue
8265,RNU6-703P,tan,tan,grey
8266,ERICH5,brown,brown,green
8267,RIDA,blue,blue,blue
8268,POP1,blue,blue,blue
8269,NIPAL2,yellow,darkred,grey
8270,STK3,tan,tan,tan
8271,KCNS2,salmon,salmon,black
8272,VPS13B,darkred,darkred,grey
8273,COX6C,purple,midnightblue,greenyellow
8274,RGS22,darkred,darkred,blue
8275,POLR2K,purple,midnightblue,greenyellow
8276,SPAG1,yellow,darkred,blue
8277,RNF19A,yellow,darkred,blue
8278,ANKRD46,purple,midnightblue,greenyellow
8279,GAPDHP62,lightgreen,lightgreen,yellow
8280,SNX31,lightcyan,darkorange,darkorange
8281,PABPC1,orange,lightgreen,darkgreen
8282,RPS26P6,turquoise,salmon,yellow
8283,YWHAZ,blue,blue,blue
8284,ZNF706,skyblue3,skyblue,grey60
8285,NACAP1,blue,blue,blue
8286,NCALD,green,green,turquoise
8287,RRM2B,blue,blue,blue
8288,UBR5-AS1,blue,blue,blue
8289,UBR5,royalblue,royalblue,blue
8290,KLF10,ivory,ivory,pink
8291,AZIN1,purple,midnightblue,greenyellow
8292,AZIN1-AS1,lightyellow,bisque4,grey
8293,ATP6V1C1,blue,blue,blue
8294,BAALC-AS2,brown,brown,grey
8295,BAALC,blue,blue,blue
8296,MIR3151,grey,grey,grey
8297,BAALC-AS1,magenta,magenta,grey
8298,FZD6,yellow,darkred,blue
8299,CTHRC1,blue,blue,blue
8300,SLC25A32,blue,blue,blue
8301,DCAF13,blue,blue,blue
8302,RIMS2,darkred,darkred,blue
8303,DPYS,brown,brown,green
8304,DCSTAMP,turquoise,salmon,yellow
8305,MIR548A3,blue,blue,blue
8306,LRP12,yellow,darkred,blue
8307,ZFPM2,orange,lightgreen,darkgreen
8308,ZFPM2-AS1,blue,blue,grey
8309,OXR1,purple,midnightblue,greenyellow
8310,ANGPT1,grey60,grey60,blue
8311,RSPO2,green,green,grey
8312,EIF3E,paleturquoise,mediumpurple3,darkslateblue
8313,EMC2,blue,blue,blue
8314,TMEM74,violet,violet,blue
8315,NUDCD1,mediumpurple3,mediumpurple3,darkslateblue
8316,ENY2,blue,blue,blue
8317,EBAG9,blue,blue,blue
