Order,Symbol,dynamicColors_GRS5_prot,mergedColors,consensus_GRS5
2967,MIR26B,grey,grey,turquoise
2968,USP37,salmon,salmon,lightgreen
2969,RN7SKP38,grey,grey,grey
2970,CNOT9,magenta,ivory,sienna3
2971,PLCD4,brown,brown,yellow
2972,ZNF142,yellow,black,yellow
2973,BCS1L,purple,purple,greenyellow
2974,RNF25,blue,blue,turquoise
2975,STK36,yellow,black,yellow
2976,TTLL4,yellow,black,sienna3
2977,CYP27A1,blue,blue,turquoise
2978,WNT10A,brown,brown,turquoise
2979,LINC01494,grey,grey,turquoise
2980,KRT8P30,blue,blue,turquoise
2981,CDK5R2,yellow,black,yellow
2982,CFAP65,blue,blue,grey
2983,CNPPD1,purple,purple,green
2984,FAM134A,blue,blue,turquoise
2985,ZFAND2B,blue,blue,turquoise
2986,ABCB6,darkgreen,darkgreen,yellow
2987,ATG9A,yellow,black,yellow
2988,ANKZF1,yellow,black,yellow
2989,GLB1L,blue,blue,turquoise
2990,STK16,tan,grey60,turquoise
2991,TUBA4A,blue,blue,tan
2992,DNAJB2,brown,brown,greenyellow
2993,PTPRN,yellow,black,green
2994,RESP18,blue,blue,tan
2995,DNPEP,magenta,ivory,tan
2996,DES,lightcyan,lightcyan,lightcyan
2997,SPEG,lightgreen,brown,green
2998,GMPPA,blue,blue,turquoise
2999,ASIC4,brown,brown,green
3000,CHPF,brown,brown,green
3001,TMEM198,blue,blue,turquoise
3002,OBSL1,brown,brown,green
3003,INHA,midnightblue,midnightblue,turquoise
3004,STK11IP,brown,brown,green
3005,SLC4A3,brown,brown,green
3006,EPHA4,darkturquoise,darkturquoise,darkgreen
3007,HSPA9P1,grey,grey,grey
3008,SGPP2,brown,brown,sienna3
3009,FARSB,turquoise,turquoise,darkred
3010,MOGAT1,turquoise,turquoise,grey
3011,ACSL3,turquoise,turquoise,darkred
3012,KCNE4,royalblue,royalblue,darkorange
3013,SCG2,lightsteelblue1,lightsteelblue1,darkred
3014,AP1S3,green,white,brown
3015,WDFY1,turquoise,turquoise,darkred
3016,MRPL44,grey,grey,mediumpurple3
3017,SERPINE2,darkturquoise,darkturquoise,steelblue
3018,FAM124B,tan,grey60,turquoise
3019,CUL3,plum2,white,brown
3020,DOCK10,darkgrey,darkgrey,darkmagenta
3021,MIR4439,grey,grey,grey
3022,NYAP2,black,black,yellow
3023,IRS1,yellow,black,yellow
3024,RHBDD1,grey,grey,grey
3025,COL4A4,grey,grey,grey
3026,COL4A3,midnightblue,midnightblue,darkred
3027,MFF,turquoise,turquoise,darkred
3028,AGFG1,plum2,white,grey60
3029,SLC19A3,grey,grey,grey
3030,DAW1,grey,grey,grey
3031,SPHKAP,yellow,black,lightyellow
3032,PID1,brown,brown,yellow
3033,RN7SKP283,grey,grey,grey
3034,DNER,turquoise,turquoise,grey
3035,TRIP12,mediumpurple3,mediumpurple3,royalblue
3036,FBXO36,grey,grey,darkred
3037,FBXO36-IT1,grey,grey,grey
3038,SLC16A14,blue,blue,turquoise
3039,RNY4P19,turquoise,turquoise,brown
3040,SP110,greenyellow,greenyellow,cyan
3041,SP140,midnightblue,midnightblue,darkred
3042,SP140L,greenyellow,greenyellow,cyan
3043,SP100,greenyellow,greenyellow,cyan
3044,RN7SL834P,grey,grey,darkred
3045,CAB39,green,white,brown
3046,BANF1P3,grey,grey,grey
3047,RNU6-268P,green,white,grey
3048,ITM2C,blue,blue,turquoise
3049,GPR55,brown,brown,yellow
3050,C2orf72,blue,blue,turquoise
3051,PSMD1,lightyellow,lightyellow,mediumpurple3
3052,RNU1-93P,grey,grey,grey
3053,ARMC9,yellow,black,yellow
3054,B3GNT7,blue,blue,turquoise
3055,NCL,lightsteelblue1,lightsteelblue1,brown4
3056,SNORA75,grey,grey,grey
3057,SNORD20,grey,grey,grey
3058,SNORD82,grey,grey,grey
3059,RNU2-22P,grey,grey,grey
3060,LINC00471,grey,grey,grey
3061,PTMA,brown4,brown4,brown4
3062,PDE6D,grey60,grey60,turquoise
3063,COPS7B,brown,brown,sienna3
3064,NPPC,magenta,ivory,tan
3065,DIS3L2,cyan,cyan,yellow
3066,MIR562,grey,grey,grey
3067,TIGD1,grey,grey,darkred
3068,EIF4E2,blue,blue,turquoise
3069,EFHD1,brown,brown,sienna3
3070,RN7SL359P,brown,brown,yellow
3071,GIGYF2,red,red,salmon
3072,RNU6-107P,green,white,brown
3073,C2orf82,grey60,grey60,turquoise
3074,NGEF,magenta,ivory,green
3075,INPP5D,greenyellow,greenyellow,cyan
3076,ATG16L1,purple,purple,sienna3
3077,SCARNA5,darkolivegreen,darkolivegreen,darkorange2
3078,SCARNA6,darkolivegreen,darkolivegreen,darkorange2
3079,DGKD,brown,brown,green
3080,USP40,turquoise,turquoise,darkred
3081,ARL4C,black,black,grey
3082,SH3BP4,magenta,ivory,sienna3
3083,AGAP1,black,black,yellow
3084,AGAP1-IT1,yellow,black,yellow
3085,RNU7-127P,grey,grey,grey
3086,RN7SL204P,grey,grey,yellow
3087,IQCA1,salmon,salmon,royalblue
3088,RPL3P5,yellow,black,grey
3089,ACKR3,black,black,yellow
3090,COPS8,floralwhite,floralwhite,plum1
3091,COL6A3,lightcyan,lightcyan,lightcyan
3092,RAB17,grey,grey,tan
3093,LRRFIP1,grey,grey,salmon
3094,RBM44,grey,grey,grey
3095,RAMP1,purple,purple,white
3096,UBE2F,green,white,brown
3097,SCLY,yellow,black,sienna3
3098,ERFE,brown,brown,green
3099,ILKAP,grey,grey,grey
3100,HES6,lightyellow,lightyellow,turquoise
3101,PER2,thistle1,thistle1,yellow
3102,TRAF3IP1,turquoise,turquoise,brown
3103,ASB1,blue,blue,turquoise
3104,TWIST2,grey,grey,grey
3105,HDAC4,black,black,yellow
3106,MIR4440,purple,purple,greenyellow
3107,MIR4441,grey,grey,grey
3108,MIR2467,yellow,black,grey
3109,NDUFA10,grey,grey,grey
3110,MIR4786,grey,grey,grey
3111,COPS9,pink,pink,mediumpurple3
3112,OTOS,brown,brown,green
3113,GPC1,lightgreen,brown,green
3114,ANKMY1,yellow,black,tan
3115,DUSP28,lightyellow,lightyellow,darkred
3116,RNPEPL1,lightgreen,brown,green
3117,CAPN10-AS1,blue,blue,turquoise
3118,CAPN10,lightgreen,brown,green
3119,GPR35,yellow,black,yellow
3120,KIF1A,black,black,yellow
3121,SNED1,yellow,black,yellow
3122,MTERF4,brown,brown,grey
3123,PASK,darkgreen,darkgreen,skyblue3
3124,PPP1R7,tan,grey60,turquoise
3125,ANO7,brown,brown,grey
3126,HDLBP,yellow,black,green
3127,SEPT2,turquoise,turquoise,darkred
3128,FARP2,yellow,black,yellow
3129,STK25,lightgreen,brown,green
3130,BOK,purple,purple,green
3131,THAP4,brown,brown,green
3132,ATG4B,lightgreen,brown,green
3133,DTYMK,purple,purple,turquoise
3134,ING5,brown,brown,green
3135,D2HGDH,blue,blue,turquoise
3136,GAL3ST2,brown,brown,green
3137,NEU4,lightgreen,brown,green
3138,RTP5,yellow,black,yellow
3139,LINC01237,yellow,black,sienna3
3140,CHL1-AS2,grey,grey,grey
3141,CHL1,darkturquoise,darkturquoise,steelblue
3142,LINC01266,red,red,midnightblue
3143,CNTN6,darkturquoise,darkturquoise,tan
3144,CNTN4,darkturquoise,darkturquoise,grey
3145,HINT2P1,brown,brown,sienna3
3146,TRNT1,turquoise,turquoise,floralwhite
3147,CRBN,turquoise,turquoise,darkred
3148,SUMF1,grey,grey,darkred
3149,LRRN1,darkturquoise,darkturquoise,darkgreen
3150,PNPT1P1,red,red,midnightblue
3151,SETMAR,purple,purple,grey
3152,MRPS10P2,magenta,ivory,grey
3153,ITPR1-AS1,grey,grey,green
3154,ITPR1,yellow,black,yellow
3155,BHLHE40-AS1,grey,grey,grey
3156,BHLHE40,lightcyan1,lightcyan1,yellow
3157,ARL8B,green,white,brown
3158,EDEM1,turquoise,turquoise,brown
3159,GRM7,darkturquoise,darkturquoise,tan
3160,LMCD1-AS1,darkgrey,darkgrey,darkmagenta
3161,RNU4ATAC17P,grey,grey,grey
3162,LMCD1,grey,grey,turquoise
3163,SSUH2,yellow,black,sienna3
3164,OXTR,yellow,black,yellow
3165,RAD18,red,red,midnightblue
3166,SRGAP3,black,black,yellow
3167,THUMPD3-AS1,skyblue3,darkorange,lightgreen
3168,THUMPD3,turquoise,turquoise,darkred
3169,SETD5,cyan,cyan,darkgreen
3170,LHFPL4,blue,blue,green
3171,MTMR14,blue,blue,tan
3172,CPNE9,brown,brown,sienna3
3173,BRPF1,yellow,black,yellow
3174,OGG1,purple,purple,green
3175,CAMK1,blue,blue,greenyellow
3176,TADA3,blue,blue,turquoise
3177,ARPC4,tan,grey60,turquoise
3178,TTLL3,grey,grey,grey
3179,RPUSD3,purple,purple,greenyellow
3180,JAGN1,purple,purple,turquoise
3181,IL17RC,brown,brown,green
3182,CRELD1,darkgreen,darkgreen,skyblue3
3183,PRRT3,yellow,black,green
3184,PRRT3-AS1,grey,grey,grey
3185,EMC3,lightyellow,lightyellow,plum1
3186,EMC3-AS1,yellow,black,yellow
3187,CYCSP10,turquoise,turquoise,midnightblue
3188,CIDECP,blue,blue,turquoise
3189,FANCD2,midnightblue,midnightblue,darkred
3190,BRK1,grey60,grey60,turquoise
3191,VHL,turquoise,turquoise,brown
3192,IRAK2,yellow,black,grey
3193,TATDN2,brown,brown,green
3194,LINC00852,brown,brown,green
3195,GHRLOS,brown,brown,grey
3196,SEC13,brown,brown,sienna3
3197,ATP2B2,black,black,yellow
3198,MIR885,brown,brown,green
3199,ATP2B2-IT1,grey,grey,grey
3200,ATP2B2-IT2,grey,grey,grey
3201,SLC6A11,tan,grey60,turquoise
3202,SLC6A1,magenta,ivory,tan
3203,HRH1,lightcyan1,lightcyan1,grey
3204,ATG7,blue,blue,turquoise
3205,VGLL4,darkgreen,darkgreen,yellow
3206,TAMM41,grey,grey,grey
3207,SYN2,black,black,yellow
3208,ACTG1P12,brown,brown,turquoise
3209,TIMP4,grey,grey,grey
3210,PPARG,grey,grey,grey
3211,TSEN2,grey,grey,grey
3212,RNU6-377P,grey,grey,grey
3213,MKRN2OS,purple,purple,greenyellow
3214,MKRN2,grey,grey,grey
3215,RAF1,darkgreen,darkgreen,sienna3
3216,CAND2,brown,brown,green
3217,RPL32,blue,blue,turquoise
3218,IQSEC1,yellow,black,yellow
3219,NUP210,yellow,black,yellow
3220,HDAC11-AS1,purple,purple,greenyellow
3221,HDAC11,blue,blue,turquoise
3222,FBLN2,grey,grey,green
3223,LINC00620,grey,grey,yellow
3224,WNT7A,brown,brown,sienna3
3225,VN1R20P,grey,grey,grey
3226,FGD5P1,yellow,black,yellow
3227,CHCHD4,brown4,brown4,mediumpurple3
3228,TMEM43,grey,grey,grey
3229,XPC,grey,grey,darkred
3230,LSM3,darkslateblue,brown4,darkred
3231,SLC6A6,blue,blue,tan
3232,GRIP2,brown,brown,green
3233,RNU6-905P,grey,grey,grey
3234,CCDC174,red,red,salmon
3235,C3orf20,blue,blue,grey
3236,FGD5,lightcyan,lightcyan,green
3237,FGD5-AS1,green,white,brown
3238,NR2C2,cyan,cyan,darkgreen
3239,MRPS25,turquoise,turquoise,darkred
3240,RBSN,lightyellow,lightyellow,turquoise
3241,CAPN7,paleturquoise,darkred,royalblue
3242,SH3BP5-AS1,midnightblue,midnightblue,grey
3243,SH3BP5,yellow,black,yellow
3244,METTL6,turquoise,turquoise,darkred
3245,EAF1,grey,grey,grey
3246,COLQ,yellow,black,yellow
3247,RN7SL110P,brown,brown,green
3248,HACL1,turquoise,turquoise,darkred
3249,BTD,blue,blue,turquoise
3250,ANKRD28,turquoise,turquoise,darkred
3251,MIR3134,magenta,ivory,turquoise
3252,RN7SL4P,darkmagenta,darkmagenta,green
3253,MIR563,grey,grey,grey
3254,GALNT15,turquoise,turquoise,darkred
3255,DPH3,orange,orange,grey60
3256,OXNAD1,green,white,darkred
3257,RFTN1,brown,brown,green
3258,PLCL2,lightcyan1,lightcyan1,brown
3259,TBC1D5,magenta,ivory,grey
3260,SATB1,yellow,black,yellow
3261,SATB1-AS1,salmon,salmon,grey60
3262,RAD23BP1,grey,grey,yellow
3263,KCNH8,darkgrey,darkgrey,darkmagenta
3264,EFHB,grey,grey,grey
3265,HSPA8P18,grey,grey,grey
3266,RAB5A,turquoise,turquoise,darkred
3267,KAT2B,red,red,brown
3268,MIR3135A,blue,blue,turquoise
3269,SGO1-AS1,turquoise,turquoise,grey
3270,ZNF385D,green,white,brown
3271,HMGB1P5,pink,pink,mediumpurple3
3272,UBE2E2,grey,grey,grey
3273,UBE2E1,turquoise,turquoise,darkred
3274,NKIRAS1,pink,pink,mediumpurple3
3275,RPL15,turquoise,turquoise,plum1
3276,NR1D2,green,white,grey60
3277,THRB,brown,brown,yellow
3278,THRB-IT1,bisque4,bisque4,royalblue
3279,THRB-AS1,grey,grey,grey
3280,RARB,grey,grey,grey
3281,CFL1P7,grey,grey,grey
3282,TOP2B,red,red,salmon
3283,NGLY1,green,white,brown
3284,OXSM,lightyellow,lightyellow,mediumpurple3
3285,LRRC3B,sienna3,sienna3,grey
3286,NEK10,midnightblue,midnightblue,darkred
3287,MINOS1P3,turquoise,turquoise,brown
3288,RNU6-342P,grey,grey,grey
3289,SLC4A7,red,red,salmon
3290,CMC1,pink,pink,mediumpurple3
3291,AZI2,turquoise,turquoise,darkred
3292,ZCWPW2,green,white,brown
3293,RBMS3,grey,grey,brown
3294,MESTP4,grey,grey,grey
3295,RBMS3-AS3,grey,grey,greenyellow
3296,RPS12P5,grey,grey,grey
3297,TGFBR2,greenyellow,greenyellow,cyan
3298,STT3B,darkorange,darkorange,brown
3299,OSBPL10,saddlebrown,saddlebrown,yellow
3300,ZNF860,turquoise,turquoise,darkred
3301,GPD1L,floralwhite,floralwhite,plum1
3302,CMTM8,turquoise,turquoise,darkred
3303,KRT18P15,lightcyan,lightcyan,lightcyan
3304,CMTM7,greenyellow,greenyellow,cyan
3305,CMTM6,green,white,grey60
3306,DYNC1LI1,turquoise,turquoise,darkred
3307,CNOT10,turquoise,turquoise,darkred
3308,SUGT1P2,red,red,midnightblue
3309,TRIM71,brown,brown,yellow
3310,GLB1,blue,blue,turquoise
3311,TMPPE,black,black,yellow
3312,CRTAP,turquoise,turquoise,darkred
3313,SUSD5,blue,blue,turquoise
3314,FBXL2,blue,blue,tan
3315,UBP1,cyan,cyan,darkgreen
3316,CLASP2,turquoise,turquoise,darkred
3317,PDCD6IP,turquoise,turquoise,brown
3318,ARPP21,darkturquoise,darkturquoise,steelblue
3319,MIR128-2,darkolivegreen,darkolivegreen,grey
3320,DCLK3,darkturquoise,darkturquoise,grey
3321,TRANK1,yellow,black,sienna3
3322,EPM2AIP1,turquoise,turquoise,brown
3323,MLH1,orange,orange,mediumpurple3
3324,RPL29P11,red,red,grey
3325,LRRFIP2,darkred,darkred,brown
3326,UBE2FP1,grey,grey,grey
3327,GOLGA4,red,red,salmon
3328,TCEA1P2,grey,grey,grey
3329,RNA5SP129,darkred,darkred,salmon
3330,C3orf35,grey,grey,sienna3
3331,ITGA9,brown,brown,green
3332,ITGA9-AS1,yellow,black,grey
3333,NDUFAF4P3,midnightblue,midnightblue,grey
3334,CTDSPL,darkturquoise,darkturquoise,darkgreen
3335,MIR26A1,brown,brown,turquoise
3336,VILL,blue,blue,turquoise
3337,PLCD1,blue,blue,turquoise
3338,DLEC1,yellow,black,yellow
3339,ACAA1,blue,blue,turquoise
3340,MYD88,grey,grey,yellow
3341,OXSR1,green,white,brown
3342,SLC22A13,yellow,black,yellow
3343,SLC22A14,yellow,black,yellow
3344,XYLB,yellow,black,lightyellow
3345,ACVR2B-AS1,magenta,ivory,tan
3346,ACVR2B,cyan,cyan,grey
3347,EXOG,green,white,midnightblue
3348,SCN5A,magenta,ivory,lightyellow
3349,SCN11A,midnightblue,midnightblue,midnightblue
3350,WDR48,green,white,darkred
3351,GORASP1,blue,blue,greenyellow
3352,TTC21A,magenta,ivory,grey
3353,CSRNP1,royalblue,royalblue,darkorange
3354,CX3CR1,greenyellow,greenyellow,cyan
3355,SLC25A38,purple,purple,greenyellow
3356,RPSA,blue,blue,turquoise
3357,MOBP,darkgrey,darkgrey,darkmagenta
3358,MYRIP,grey,grey,green
3359,RNU4-56P,green,white,brown
3360,EIF1B-AS1,blue,blue,turquoise
3361,RN7SL411P,grey,grey,grey
3362,EIF1B,orange,orange,grey60
3363,ENTPD3-AS1,tan,grey60,turquoise
3364,ENTPD3,blue,blue,turquoise
3365,RPL14,brown4,brown4,thistle1
3366,ZNF619,turquoise,turquoise,darkred
3367,ZNF620,red,red,darkred
3368,ZNF621,darkgrey,darkgrey,darkred
3369,CTNNB1,pink,pink,mediumpurple3
3370,ULK4,red,red,grey
3371,RN7SKP58,green,white,grey
3372,ATP6V0E1P2,grey,grey,grey
3373,TRAK1,black,black,yellow
3374,RNU4-78P,grey,grey,grey
3375,CCK,lightyellow,lightyellow,mediumpurple3
3376,LYZL4,tan,grey60,grey
3377,VIPR1,magenta,ivory,tan
3378,SEC22C,turquoise,turquoise,brown
3379,SS18L2,pink,pink,mediumpurple3
3380,NKTR,midnightblue,midnightblue,darkred
3381,ZBTB47,blue,blue,green
3382,HHATL,blue,blue,turquoise
3383,CCDC13,grey,grey,grey
3384,CCDC13-AS1,grey,grey,grey
3385,HIGD1A,floralwhite,floralwhite,plum1
3386,ACKR2,greenyellow,greenyellow,cyan
3387,KRBOX1,green,white,brown
3388,ZNF662,turquoise,turquoise,midnightblue
3389,FAM198A,turquoise,turquoise,darkred
3390,POMGNT2,blue,blue,tan
3391,SNRK,turquoise,turquoise,darkred
3392,RN7SL517P,grey,grey,grey
3393,SNRK-AS1,grey,grey,grey
3394,ANO10,tan,grey60,turquoise
3395,ABHD5,green,white,brown
3396,RNU6-367P,green,white,grey
3397,MIR138-1,darkolivegreen,darkolivegreen,grey
3398,TCAIM,darkred,darkred,brown
3399,ZNF445,cyan,cyan,yellow
3400,ZNF852,darkgreen,darkgreen,skyblue3
3401,ZKSCAN7,grey,grey,grey
3402,ZNF660,grey,grey,grey60
3403,MPRIPP1,yellow,black,grey
3404,ZNF197,red,red,brown
3405,ZNF197-AS1,turquoise,turquoise,grey
3406,ZNF35,darkorange,darkorange,brown
3407,ZNF502,turquoise,turquoise,darkred
3408,ZNF501,turquoise,turquoise,darkred
3409,KIAA1143,turquoise,turquoise,darkred
3410,KIF15,red,red,salmon
3411,TMEM42,blue,blue,turquoise
3412,ZDHHC3,purple,purple,sienna3
3413,EXOSC7,lightyellow,lightyellow,mediumpurple3
3414,CLEC3B,blue,blue,turquoise
3415,CDCP1,yellow,black,yellow
3416,RPS24P8,lightsteelblue1,lightsteelblue1,brown4
3417,TMEM158,yellow,black,green
3418,LARS2,brown,brown,sienna3
3419,LIMD1,yellow,black,yellow
3420,LIMD1-AS1,blue,blue,turquoise
3421,SACM1L,violet,violet,violet
3422,RN7SL145P,grey,grey,grey
3423,SLC6A20,lightcyan,lightcyan,lightcyan
3424,LZTFL1,green,white,brown
3425,FYCO1,thistle2,thistle2,thistle2
3426,CCR1,greenyellow,greenyellow,cyan
3427,CCR5,greenyellow,greenyellow,cyan
3428,LRRC2,grey,grey,grey
3429,TDGF1,grey,grey,mediumpurple3
3430,ALS2CL,purple,purple,turquoise
3431,TMIE,brown,brown,green
3432,MYL3,midnightblue,midnightblue,tan
3433,PTH1R,brown,brown,green
3434,CCDC12,lightsteelblue1,lightsteelblue1,turquoise
3435,NBEAL2,yellow,black,yellow
3436,SETD2,red,red,midnightblue
3437,KIF9-AS1,darkgreen,darkgreen,yellow
3438,KIF9,grey60,grey60,turquoise
3439,SNORD13P3,grey,grey,grey
3440,KLHL18,brown,brown,sienna3
3441,PTPN23,black,black,yellow
3442,SCAP,brown,brown,green
3443,ELP6,tan,grey60,turquoise
3444,CSPG5,grey60,grey60,darkred
3445,SMARCC1,grey,grey,salmon
3446,DHX30,magenta,ivory,tan
3447,MAP4,thistle2,thistle2,thistle2
3448,VPS26BP1,turquoise,turquoise,brown
3449,CDC25A,lightsteelblue1,lightsteelblue1,grey
3450,ZNF589,grey,grey,grey
3451,FCF1P2,green,white,brown
3452,NME6,blue,blue,turquoise
3453,SPINK8,brown,brown,grey
3454,FBXW12,grey,grey,grey
3455,PLXNB1,thistle2,thistle2,thistle2
3456,CCDC51,tan,grey60,turquoise
3457,TMA7,brown4,brown4,mediumpurple3
3458,SHISA5,blue,blue,turquoise
3459,PFKFB4,blue,blue,turquoise
3460,COL7A1,brown,brown,yellow
3461,UQCRC1,tan,grey60,turquoise
3462,SLC26A6,brown,brown,sienna3
3463,CELSR3,yellow,black,yellow
3464,CELSR3-AS1,grey,grey,grey
3465,NCKIPSD,magenta,ivory,sienna3
3466,IP6K2,purple,purple,greenyellow
3467,PRKAR2A,turquoise,turquoise,darkred
3468,PRKAR2A-AS1,blue,blue,turquoise
3469,SLC25A20,grey60,grey60,turquoise
3470,ARIH2OS,blue,blue,turquoise
3471,ARIH2,blue,blue,turquoise
3472,P4HTM,blue,blue,turquoise
3473,WDR6,brown,brown,green
3474,DALRD3,blue,blue,turquoise
3475,MIR425,brown,brown,turquoise
3476,NDUFAF3,blue,blue,turquoise
3477,IMPDH2,grey60,grey60,turquoise
3478,QRICH1,ivory,ivory,tan
3479,QARS,blue,blue,turquoise
3480,USP19,magenta,ivory,sienna3
3481,LAMB2,brown,brown,sienna3
3482,CCDC71,blue,blue,turquoise
3483,KLHDC8B,blue,blue,turquoise
3484,C3orf62,darkgreen,darkgreen,royalblue
3485,USP4,magenta,ivory,sienna3
3486,GPX1,blue,blue,turquoise
3487,RHOA,grey,grey,darkred
3488,RHOA-IT1,lightcyan,lightcyan,grey
3489,TCTA,blue,blue,tan
3490,DAG1,ivory,ivory,tan
3491,BSN-AS2,grey,grey,grey
3492,BSN,black,black,yellow
3493,APEH,tan,grey60,turquoise
3494,MST1,blue,blue,turquoise
3495,RNF123,yellow,black,green
3496,GMPPB,brown,brown,turquoise
3497,IP6K1,yellow,black,green
3498,FAM212A,blue,blue,turquoise
3499,UBA7,grey,grey,turquoise
3500,TRAIP,grey,grey,grey
3501,CAMKV,blue,blue,tan
3502,RN7SL217P,blue,blue,turquoise
3503,MST1R,darkgreen,darkgreen,yellow
3504,MON1A,brown,brown,greenyellow
3505,RBM6,paleturquoise,darkred,royalblue
3506,RBM5,greenyellow,greenyellow,grey
3507,SEMA3F,yellow,black,yellow
3508,SLC38A3,blue,blue,turquoise
3509,GNAI2,blue,blue,tan
3510,SEMA3B-AS1,lightyellow,lightyellow,mediumpurple3
3511,SEMA3B,blue,blue,darkmagenta
3512,LSMEM2,yellow,black,yellow
3513,IFRD2,brown,brown,sienna3
3514,HYAL3,purple,purple,turquoise
3515,NAT6,blue,blue,turquoise
3516,HYAL1,brown,brown,sienna3
3517,HYAL2,grey,grey,grey
3518,TUSC2,blue,blue,turquoise
3519,RASSF1,purple,purple,greenyellow
3520,RASSF1-AS1,grey,grey,grey
3521,ZMYND10,brown,brown,sienna3
3522,NPRL2,brown,brown,sienna3
3523,CYB561D2,tan,grey60,turquoise
3524,TMEM115,blue,blue,greenyellow
3525,CACNA2D2,yellow,black,yellow
3526,C3orf18,tan,grey60,turquoise
3527,HEMK1,purple,purple,greenyellow
3528,MAPKAPK3,blue,blue,turquoise
3529,DOCK3,black,black,yellow
3530,MANF,darkgreen,darkgreen,skyblue3
3531,RBM15B,brown,brown,green
3532,DCAF1,cyan,cyan,darkgreen
3533,RAD54L2,yellow,black,yellow
3534,TEX264,blue,blue,turquoise
3535,GRM2,brown,brown,green
3536,IQCF3,orangered4,orangered4,grey
3537,RRP9,blue,blue,turquoise
3538,PARP3,blue,blue,tan
3539,GPR62,blue,blue,orangered4
3540,PCBP4,blue,blue,turquoise
3541,ABHD14B,blue,blue,turquoise
3542,ABHD14A,blue,blue,turquoise
3543,RPL29,blue,blue,turquoise
3544,DUSP7,brown,brown,green
3545,POC1A,blue,blue,tan
3546,ALAS1,blue,blue,turquoise
3547,TWF2,blue,blue,turquoise
3548,PPM1M,purple,purple,turquoise
3549,WDR82,brown,brown,sienna3
3550,GLYCTK,blue,blue,tan
3551,DNAH1,yellow,black,yellow
3552,BAP1,blue,blue,green
3553,PHF7,midnightblue,midnightblue,darkred
3554,SEMA3G,grey,grey,turquoise
3555,TNNC1,grey,grey,lightcyan
3556,NISCH,black,black,yellow
3557,STAB1,greenyellow,greenyellow,grey
3558,NT5DC2,brown,brown,sienna3
3559,SMIM4,pink,pink,mediumpurple3
3560,PBRM1,red,red,salmon
3561,RNU6-856P,grey,grey,grey
3562,GNL3,red,red,salmon
3563,SNORD19,red,red,grey
3564,SNORD69,grey,grey,grey
3565,GLT8D1,lightyellow,lightyellow,mediumpurple3
3566,SPCS1,lightyellow,lightyellow,mediumpurple3
3567,NEK4,darkred,darkred,brown
3568,ITIH4,cyan,cyan,darkgreen
3569,MUSTN1,grey,grey,brown
3570,TMEM110,brown,brown,sienna3
3571,MIR8064,brown,brown,yellow
3572,SFMBT1,darkred,darkred,grey
3573,RFT1,grey,grey,sienna3
3574,PRKCD,yellow,black,yellow
3575,TKT,lightgreen,brown,greenyellow
3576,DCP1A,cyan,cyan,darkgreen
3577,CACNA1D,black,black,darkgreen
3578,CHDH,tan,grey60,grey
3579,IL17RB,grey,grey,grey
3580,ACTR8,green,white,grey
3581,CACNA2D3,yellow,black,sienna3
3582,RPS15P5,darkred,darkred,grey
3583,WNT5A,salmon,salmon,grey60
3584,ERC2,red,red,grey
3585,ERC2-IT1,black,black,yellow
3586,MIR3938,darkorange,darkorange,grey
3587,CCDC66,darkred,darkred,salmon
3588,FAM208A,green,white,grey60
3589,ARHGEF3,thistle1,thistle1,darkgreen
3590,IL17RD,sienna3,sienna3,paleturquoise
3591,HESX1,midnightblue,midnightblue,darkred
3592,APPL1,green,white,brown
3593,DNAH12,grey,grey,grey
3594,PDE12,plum2,white,brown
3595,ARF4,pink,pink,mediumpurple3
3596,ARF4-AS1,grey,grey,greenyellow
3597,DENND6A,turquoise,turquoise,brown
3598,DENND6A-AS1,blue,blue,grey
3599,SLMAP,darkred,darkred,royalblue
3600,FLNB,yellow,black,yellow
3601,ABHD6,purple,purple,greenyellow
3602,RPP14,skyblue3,darkorange,brown
3603,PXK,darkgrey,darkgrey,darkmagenta
3604,PDHB,lightyellow,lightyellow,darkred
3605,KCTD6,paleturquoise,darkred,royalblue
3606,ACOX2,purple,purple,greenyellow
3607,FAM107A,brown,brown,sienna3
3608,FAM3D-AS1,turquoise,turquoise,darkred
3609,C3orf67,turquoise,turquoise,darkred
3610,C3orf67-AS1,turquoise,turquoise,brown
3611,FHIT,yellow,black,grey
3612,PTPRG,green,white,brown
3613,RPL10AP6,lightyellow,lightyellow,darkred
3614,PTPRG-AS1,turquoise,turquoise,darkred
3615,C3orf14,pink,pink,darkred
3616,FEZF2,orangered4,orangered4,bisque4
3617,CADPS,magenta,ivory,tan
3618,RN7SL863P,grey,grey,grey
3619,SYNPR,turquoise,turquoise,brown
3620,THOC7,turquoise,turquoise,darkred
3621,ATXN7,cyan,cyan,darkgreen
3622,PSMD6-AS2,grey,grey,grey
3623,PSMD6,turquoise,turquoise,darkred
3624,PRICKLE2,thistle1,thistle1,yellow
3625,ADAMTS9,royalblue,royalblue,darkorange
3626,ADAMTS9-AS1,darkturquoise,darkturquoise,steelblue
3627,ADAMTS9-AS2,lightcyan,lightcyan,lightcyan
3628,MAGI1,yellow,black,darkgreen
3629,MAGI1-IT1,cyan,cyan,darkgreen
3630,SLC25A26,grey,grey,grey
3631,RN7SL482P,turquoise,turquoise,brown
3632,LRIG1,turquoise,turquoise,darkred
3633,KBTBD8,turquoise,turquoise,brown
