Order,Symbol,dynamicColors_GRS5_prot,mergedColors,consensus_GRS5
15574,RAC3,tan,grey60,turquoise
15575,DCXR,blue,blue,turquoise
15576,RFNG,lightgreen,brown,green
15577,GPS1,magenta,ivory,turquoise
15578,DUS1L,blue,blue,turquoise
15579,FASN,yellow,black,yellow
15580,CCDC57,yellow,black,green
15581,SLC16A3,royalblue,royalblue,darkorange
15582,CSNK1D,black,black,yellow
15583,OGFOD3,lightgreen,brown,green
15584,HEXDC,purple,purple,green
15585,HEXDC-IT1,yellow,black,grey
15586,C17orf62,brown,brown,sienna3
15587,NARF,brown,brown,green
15588,NARF-IT1,grey,grey,grey
15589,FOXK2,yellow,black,yellow
15590,WDR45B,blue,blue,turquoise
15591,RAB40B,grey,grey,grey
15592,MIR4525,grey,grey,grey
15593,FN3KRP,blue,blue,turquoise
15594,FN3K,cyan,cyan,yellow
15595,TBCD,yellow,black,yellow
15596,B3GNTL1,magenta,ivory,lightyellow
15597,METRNL,lightcyan,lightcyan,lightcyan
15598,ROCK1P1,yellow,black,grey
15599,USP14,violet,violet,violet
15600,THOC1,red,red,brown
15601,COLEC12,darkorange2,darkorange2,lightcyan
15602,CLUL1,grey,grey,grey
15603,TYMSOS,turquoise,turquoise,darkred
15604,TYMS,grey,grey,grey
15605,ENOSF1,darkgrey,darkgrey,darkmagenta
15606,YES1,green,white,brown
15607,RNU1-109P,grey,grey,grey
15608,ADCYAP1,grey,grey,turquoise
15609,METTL4,salmon,salmon,brown
15610,CBX3P2,midnightblue,midnightblue,darkred
15611,SMCHD1,darkred,darkred,brown
15612,EMILIN2,grey,grey,grey
15613,LPIN2,blue,blue,turquoise
15614,MYOM1,red,red,grey
15615,MYL12A,green,white,brown
15616,MYL12B,lightyellow,lightyellow,mediumpurple3
15617,TGIF1,salmon,salmon,lightgreen
15618,DLGAP1,saddlebrown,saddlebrown,lightyellow
15619,RN7SL39P,grey,grey,grey
15620,DLGAP1-AS1,grey,grey,grey
15621,DLGAP1-AS2,grey,grey,grey
15622,DLGAP1-AS3,grey,grey,grey
15623,RNU6-831P,darkred,darkred,salmon
15624,DLGAP1-AS4,green,white,darkred
15625,GAPDHP66,grey,grey,yellow
15626,AKAIN1,darkturquoise,darkturquoise,grey
15627,LINC00526,turquoise,turquoise,darkred
15628,LINC00667,turquoise,turquoise,darkred
15629,ZBTB14,midnightblue,midnightblue,darkred
15630,EPB41L3,magenta,ivory,sienna3
15631,MIR3976HG,grey,grey,grey
15632,MIR3976,brown,brown,green
15633,TMEM200C,turquoise,turquoise,brown
15634,L3MBTL4,turquoise,turquoise,darkred
15635,RNU5F-3P,grey,grey,grey
15636,MIR4317,grey,grey,grey
15637,RPL6P27,grey,grey,grey
15638,ARHGAP28,turquoise,turquoise,brown
15639,LAMA1,greenyellow,greenyellow,cyan
15640,PTPRM,magenta,ivory,tan
15641,RAB12,pink,pink,darkred
15642,GACAT2,brown,brown,turquoise
15643,MTCL1,yellow,black,yellow
15644,NDUFV2,paleturquoise,darkred,royalblue
15645,NDUFV2-AS1,grey,grey,grey
15646,ANKRD12,red,red,salmon
15647,TWSG1,green,white,brown
15648,RALBP1,red,red,salmon
15649,PPP4R1,green,white,midnightblue
15650,PPP4R1-AS1,grey,grey,grey
15651,RAB31,green,white,paleturquoise
15652,ZNF415P1,royalblue,royalblue,grey
15653,VAPA,turquoise,turquoise,darkred
15654,RNA5SP450,darkorange,darkorange,grey
15655,APCDD1,tan,grey60,turquoise
15656,NAPG,turquoise,turquoise,plum1
15657,PIEZO2,darkgrey,darkgrey,darkmagenta
15658,GNAL,darkturquoise,darkturquoise,steelblue
15659,CHMP1B,turquoise,turquoise,darkred
15660,MPPE1,lightyellow,lightyellow,darkred
15661,IMPA2,grey,grey,brown
15662,ANKRD62,grey,grey,grey
15663,CCDC58P3,grey,grey,grey
15664,CIDEA,brown,brown,turquoise
15665,TUBB6,royalblue,royalblue,darkorange
15666,AFG3L2,turquoise,turquoise,darkred
15667,PRELID3A,grey,grey,grey
15668,SPIRE1,green,white,grey
15669,PSMG2,pink,pink,mediumpurple3
15670,CEP76,green,white,brown
15671,PTPN2,paleturquoise,darkred,royalblue
15672,EIF4A2P1,brown,brown,green
15673,SEH1L,turquoise,turquoise,brown
15674,CEP192,darkred,darkred,midnightblue
15675,LDLRAD4,grey,grey,grey
15676,C18orf15,grey,grey,yellow
15677,MIR5190,grey,grey,grey
15678,MIR4526,yellow,black,green
15679,FAM210A,green,white,brown
15680,RN7SL362P,orange,orange,grey
15681,RNMT,darkorange2,darkorange2,brown
15682,ZNF519,paleturquoise,darkred,grey60
15683,ANKRD20A5P,grey,grey,brown
15684,RNU6-316P,grey,grey,brown
15685,RHOT1P1,grey,grey,salmon
15686,CYP4F35P,yellow,black,yellow
15687,FEM1AP2,magenta,ivory,tan
15688,ANKRD30B,red,red,midnightblue
15689,ROCK1,darkred,darkred,royalblue
15690,GREB1L,darkgrey,darkgrey,lightyellow
15691,ESCO1,red,red,salmon
15692,SNRPD1,pink,pink,mediumpurple3
15693,ABHD3,steelblue,darkgreen,lightgreen
15694,MIB1,turquoise,turquoise,darkred
15695,RN7SL233P,red,red,grey
15696,MIR133A1HG,turquoise,turquoise,darkred
15697,RBBP8,red,red,salmon
15698,RN7SL745P,turquoise,turquoise,darkred
15699,CABLES1,grey,grey,turquoise
15700,TMEM241,midnightblue,midnightblue,tan
15701,RIOK3,darkorange,darkorange,grey60
15702,C18orf8,purple,purple,sienna3
15703,NPC1,skyblue,skyblue,orangered4
15704,ANKRD29,magenta,ivory,turquoise
15705,LAMA3,magenta,ivory,grey
15706,TTC39C,midnightblue,midnightblue,darkred
15707,CABYR,yellow,black,green
15708,OSBPL1A,green,white,midnightblue
15709,RNA5SP452,yellow,black,grey
15710,IMPACT,turquoise,turquoise,darkred
15711,ZNF521,midnightblue,midnightblue,tan
15712,SS18,plum2,white,brown
15713,DHFRP1,grey,grey,grey
15714,TAF4B,yellow,black,grey
15715,KCTD1,thistle1,thistle1,darkgreen
15716,AQP4-AS1,grey,grey,grey
15717,AQP4,sienna3,sienna3,paleturquoise
15718,CHST9,grey,grey,grey
15719,CDH2,grey,grey,grey
15720,DSC2,turquoise,turquoise,brown
15721,DSCAS,grey,grey,grey
15722,DSC1,brown,brown,grey
15723,DSG3,darkturquoise,darkturquoise,grey
15724,DSG2,lightcyan,lightcyan,lightcyan
15725,B4GALT6,green,white,lightcyan1
15726,TRAPPC8,green,white,brown
15727,RNF125,skyblue,skyblue,grey
15728,RNF138,darkorange,darkorange,brown
15729,GAREM1,thistle1,thistle1,darkgreen
15730,RNA5SP453,midnightblue,midnightblue,grey
15731,CLUHP6,magenta,ivory,tan
15732,HNRNPA1P7,darkmagenta,darkmagenta,ivory
15733,WBP11P1,lightcyan,lightcyan,steelblue
15734,KLHL14,turquoise,turquoise,darkred
15735,CCDC178,red,red,brown
15736,ASXL3,saddlebrown,saddlebrown,darkgreen
15737,NOL4,darkturquoise,darkturquoise,steelblue
15738,DTNA,green,white,grey
15739,MAPRE2,black,black,yellow
15740,ZNF397,red,red,salmon
15741,ZSCAN30,red,red,midnightblue
15742,ZNF271P,yellowgreen,yellowgreen,lightgreen
15743,ZNF24,green,white,grey60
15744,ZNF396,turquoise,turquoise,darkred
15745,INO80C,turquoise,turquoise,darkred
15746,GALNT1,turquoise,turquoise,darkred
15747,MIR3975,grey,grey,grey
15748,C18orf21,darkorange,darkorange,darkred
15749,RPRD1A,turquoise,turquoise,darkred
15750,SLC39A6,yellowgreen,yellowgreen,lightgreen
15751,ELP2,turquoise,turquoise,brown
15752,FHOD3,yellow,black,lightyellow
15753,TPGS2,magenta,ivory,tan
15754,KIAA1328,red,red,midnightblue
15755,CELF4,brown,brown,yellow
15756,MIR4318,grey,grey,grey
15757,RPL12P40,cyan,cyan,darkgreen
15758,RPL7AP66,grey,grey,grey
15759,PIK3C3,turquoise,turquoise,brown
15760,LINC00907,turquoise,turquoise,darkred
15761,RIT2,greenyellow,greenyellow,grey
15762,SYT4,turquoise,turquoise,plum1
15763,SETBP1,cyan,cyan,yellow
15764,SLC14A1,green,white,brown
15765,EPG5,cyan,cyan,darkgreen
15766,PSTPIP2,royalblue,royalblue,brown
15767,RNY4P37,red,red,darkred
15768,ATP5A1,lightyellow,lightyellow,mediumpurple3
15769,HAUS1,turquoise,turquoise,darkred
15770,C18orf25,white,white,grey60
15771,RNF165,yellow,black,lightyellow
15772,LOXHD1,grey,grey,grey
15773,ST8SIA5,black,black,darkgreen
15774,PIAS2,bisque4,bisque4,grey60
15775,KATNAL2,darkred,darkred,royalblue
15776,HDHD2,turquoise,turquoise,darkred
15777,IER3IP1,turquoise,turquoise,mediumpurple3
15778,SMAD2,green,white,brown
15779,MTCO2P2,yellow,black,grey
15780,ZBTB7C,yellow,black,yellow
15781,RNU6-708P,grey,grey,grey
15782,CTIF,brown,brown,green
15783,SMAD7,brown,brown,green
15784,DYM,yellow,black,grey
15785,MIR4744,yellow,black,yellow
15786,C18orf32,brown,brown,yellow
15787,RPL17,yellowgreen,yellowgreen,mediumpurple3
15788,ACAA2,green,white,brown
15789,SNHG22,pink,pink,mediumpurple3
15790,MYO5B,magenta,ivory,tan
15791,CFAP53,grey,grey,grey
15792,MBD1,yellow,black,sienna3
15793,CXXC1,purple,purple,sienna3
15794,MAPK4,brown,brown,yellow
15795,MRO,green,white,brown
15796,ME2,green,white,darkred
15797,ELAC1,turquoise,turquoise,darkred
15798,SMAD4,orange,orange,grey60
15799,MEX3C,white,white,lightgreen
15800,LINC01630,darkgrey,darkgrey,darkmagenta
15801,DCC,saddlebrown,saddlebrown,lightyellow
15802,MIR4528,grey,grey,darkred
15803,MBD2,red,red,midnightblue
15804,SNORA37,darkolivegreen,darkolivegreen,darkorange2
15805,POLI,turquoise,turquoise,darkred
15806,STARD6,turquoise,turquoise,darkred
15807,C18orf54,green,white,brown
15808,SNRPGP2,grey,grey,grey
15809,RAB27B,darkorange,darkorange,brown
15810,RPSAP57,salmon,salmon,grey
15811,CCDC68,turquoise,turquoise,brown
15812,TCF4,plum2,white,grey60
15813,LINC01415,turquoise,turquoise,darkred
15814,TXNL1,red,red,brown
15815,WDR7,saddlebrown,saddlebrown,lightyellow
15816,ST8SIA3,black,black,darkgreen
15817,ONECUT2,grey,grey,lightyellow
15818,FECH,lightyellow,lightyellow,darkred
15819,NARS,pink,pink,mediumpurple3
15820,ATP8B1,grey,grey,grey
15821,NEDD4L,black,black,darkgreen
15822,MALT1,paleturquoise,darkred,lightgreen
15823,MRPL37P1,royalblue,royalblue,grey
15824,ZNF532,brown,brown,sienna3
15825,SEC11C,pink,pink,mediumpurple3
15826,GRP,grey,grey,grey
15827,LMAN1,orange,orange,grey60
15828,CCBE1,grey,grey,grey
15829,PMAIP1,green,white,grey
15830,MC4R,purple,purple,turquoise
15831,CDH20,darkgreen,darkgreen,grey
15832,RNU6-116P,greenyellow,greenyellow,grey
15833,RNF152,royalblue,royalblue,grey60
15834,PIGN,turquoise,turquoise,brown
15835,KIAA1468,darkorange2,darkorange2,midnightblue
15836,TNFRSF11A,grey,grey,grey
15837,ZCCHC2,cyan,cyan,skyblue3
15838,PHLPP1,yellow,black,yellow
15839,BCL2,white,white,grey60
15840,KDSR,turquoise,turquoise,brown
15841,VPS4B,turquoise,turquoise,darkred
15842,HMSD,turquoise,turquoise,grey
15843,SERPINB8,midnightblue,midnightblue,darkred
15844,CDH7,green,white,brown
15845,CDH19,skyblue,skyblue,darkred
15846,DSEL,orange,orange,grey60
15847,TMX3,turquoise,turquoise,mediumpurple3
15848,CCDC102B,red,red,darkred
15849,DOK6,green,white,brown
15850,CD226,turquoise,turquoise,brown
15851,RTTN,turquoise,turquoise,darkred
15852,SOCS6,green,white,brown
15853,RN7SL795P,grey,grey,grey
15854,CBLN2,darkturquoise,darkturquoise,turquoise
15855,NETO1,magenta,ivory,lightyellow
15856,MIR548AV,grey,grey,grey
15857,FBXO15,green,white,brown
15858,TIMM21,steelblue,darkgreen,lightgreen
15859,CYB5A,blue,blue,turquoise
15860,FAUP1,grey,grey,thistle1
15861,FAM69C,skyblue,skyblue,darkred
15862,CNDP2,yellow,black,green
15863,CNDP1,skyblue,skyblue,orangered4
15864,LINC00909,turquoise,turquoise,darkred
15865,ZNF407,red,red,midnightblue
15866,ZADH2,cyan,cyan,grey
15867,TSHZ1,yellow,black,yellow
15868,ZNF516,brown,brown,yellow
15869,LINC00683,yellow,black,yellow
15870,ZNF236,yellow,black,yellow
15871,MBP,darkgrey,darkgrey,darkmagenta
15872,GALR1,turquoise,turquoise,darkred
15873,SALL3,orange,orange,grey60
15874,ATP9B,grey,grey,grey
15875,NFATC1,grey,grey,grey
15876,CTDP1,yellow,black,yellow
15877,PQLC1,blue,blue,turquoise
15878,HSBP1L1,grey,grey,grey
15879,TXNL4A,turquoise,turquoise,darkred
15880,RBFA,magenta,ivory,green
15881,SLC25A6P4,yellow,black,yellow
15882,ADNP2,yellow,black,grey
15883,PARD6G-AS1,darkgreen,darkgreen,skyblue3
15884,PARD6G,grey,grey,lightcyan
15885,LINC01002,grey,grey,darkred
15886,PLPP2,purple,purple,turquoise
15887,MIER2,brown,brown,skyblue3
15888,C2CD4C,brown,brown,white
15889,SHC2,blue,blue,green
15890,MADCAM1,yellow,black,yellow
15891,TPGS1,lightgreen,brown,green
15892,CDC34,plum1,plum1,white
15893,BSG,magenta,ivory,green
15894,HCN2,yellow,black,yellow
15895,POLRMT,lightgreen,brown,green
15896,FGF22,grey60,grey60,white
15897,RNF126,plum1,plum1,turquoise
15898,FSTL3,brown,brown,turquoise
15899,PALM,lightgreen,brown,green
15900,PTBP1,lightgreen,brown,green
15901,PLPPR3,lightgreen,brown,green
15902,AZU1,grey,grey,grey
15903,PRTN3,blue,blue,turquoise
15904,CFD,brown,brown,greenyellow
15905,MED16,yellow,black,yellow
15906,RNU6-9,lightsteelblue1,lightsteelblue1,grey
15907,R3HDM4,blue,blue,turquoise
15908,ARID3A,brown,brown,green
15909,WDR18,brown,brown,green
15910,TMEM259,brown,brown,green
15911,RNU6-2,grey,grey,grey
15912,CNN2,lightcyan,lightcyan,lightcyan
15913,ABCA7,yellow,black,yellow
15914,ARHGAP45,greenyellow,greenyellow,cyan
15915,POLR2E,blue,blue,turquoise
15916,GPX4,plum1,plum1,turquoise
15917,SBNO2,royalblue,royalblue,yellow
15918,STK11,lightgreen,brown,green
15919,CBARP,brown,brown,green
15920,ATP5D,plum1,plum1,green
15921,MIDN,lightcyan1,lightcyan1,yellow
15922,CIRBP,turquoise,turquoise,darkred
15923,C19orf24,purple,purple,sienna3
15924,MUM1,lightgreen,brown,green
15925,NDUFS7,plum1,plum1,white
15926,GAMT,blue,blue,greenyellow
15927,DAZAP1,yellow,black,yellow
15928,RPS15,blue,blue,turquoise
15929,APC2,yellow,black,yellow
15930,C19orf25,blue,blue,greenyellow
15931,PCSK4,blue,blue,green
15932,REEP6,brown,brown,tan
15933,ADAMTSL5,grey,grey,grey
15934,PLK5,brown,brown,green
15935,MEX3D,lightgreen,brown,green
15936,MBD3,blue,blue,green
15937,UQCR11,lightyellow,lightyellow,mediumpurple3
15938,TCF3,brown,brown,green
15939,REXO1,lightgreen,brown,green
15940,KLF16,brown,brown,white
15941,ABHD17A,lightgreen,brown,green
15942,SCAMP4,brown,brown,green
15943,CSNK1G2,lightgreen,brown,green
15944,BTBD2,lightgreen,brown,green
15945,MKNK2,darkgreen,darkgreen,skyblue3
15946,MOB3A,brown,brown,yellow
15947,IZUMO4,tan,grey60,turquoise
15948,AP3D1,yellow,black,yellow
15949,DOT1L,yellow,black,yellow
15950,PLEKHJ1,tan,grey60,turquoise
15951,SF3A2,brown,brown,yellow
15952,AMH,brown,brown,greenyellow
15953,OAZ1,grey60,grey60,turquoise
15954,LINGO3,brown,brown,yellow
15955,LSM7,tan,grey60,white
15956,SPPL2B,blue,blue,turquoise
15957,TIMM13,blue,blue,turquoise
15958,LMNB2,lightgreen,brown,green
15959,GADD45B,royalblue,royalblue,darkorange
15960,GNG7,blue,blue,green
15961,DIRAS1,blue,blue,tan
15962,SLC39A3,blue,blue,turquoise
15963,SGTA,yellow,black,yellow
15964,THOP1,lightgreen,brown,green
15965,ZNF554,midnightblue,midnightblue,darkred
15966,ZNF555,midnightblue,midnightblue,darkred
15967,ZNF57,red,red,grey
15968,ZNF77,grey,grey,grey
15969,TLE2,brown,brown,green
15970,AES,blue,blue,green
15971,GNA11,lightgreen,brown,green
15972,GNA15,brown,brown,green
15973,NCLN,lightgreen,brown,green
15974,CELF5,yellow,black,yellow
15975,NFIC,black,black,yellow
15976,SMIM24,yellow,black,tan
15977,DOHH,lightsteelblue1,lightsteelblue1,brown4
15978,FZR1,yellow,black,green
15979,MFSD12,lightgreen,brown,green
15980,C19orf71,brown,brown,green
15981,HMG20B,brown,brown,green
15982,CACTIN,lightgreen,brown,green
15983,PIP5K1C,yellow,black,yellow
15984,APBA3,brown,brown,skyblue3
15985,MRPL54,grey60,grey60,turquoise
15986,MATK,plum1,plum1,white
15987,ZFR2,yellow,black,green
15988,ATCAY,yellow,black,green
15989,DAPK3,plum1,plum1,white
15990,EEF2,lightgreen,brown,green
15991,SNORD37,grey,grey,grey
15992,PIAS4,lightgreen,brown,green
15993,ZBTB7A,yellow,black,yellow
15994,MAP2K2,lightgreen,brown,green
15995,CREB3L3,blue,blue,turquoise
15996,SIRT6,blue,blue,turquoise
15997,ANKRD24,yellow,black,yellow
15998,EBI3,brown,brown,grey
15999,CCDC94,blue,blue,turquoise
16000,SHD,blue,blue,turquoise
16001,TMIGD2,greenyellow,greenyellow,turquoise
16002,FSD1,lightgreen,brown,green
16003,STAP2,brown,brown,turquoise
16004,MPND,purple,purple,greenyellow
16005,SH3GL1,lightgreen,brown,green
16006,CHAF1A,blue,blue,turquoise
16007,UBXN6,lightgreen,brown,green
16008,PLIN4,purple,purple,greenyellow
16009,PLIN5,purple,purple,turquoise
16010,SEMA6B,lightgreen,brown,green
16011,TNFAIP8L1,blue,blue,turquoise
16012,MYDGF,grey60,grey60,turquoise
16013,DPP9,yellow,black,yellow
16014,MIR7-3HG,grey,grey,grey
16015,FEM1A,brown,brown,green
16016,TICAM1,yellow,black,yellow
16017,PLIN3,grey,grey,grey
16018,ARRDC5,grey,grey,grey
16019,UHRF1,grey,grey,brown
16020,KDM4B,black,black,yellow
16021,PTPRS,plum1,plum1,white
16022,TINCR,brown,brown,yellow
16023,SNRPEP4,turquoise,turquoise,brown
16024,SAFB2,grey,grey,royalblue
16025,SAFB,grey,grey,yellow
16026,RPL36,grey60,grey60,thistle1
16027,C19orf70,grey60,grey60,turquoise
16028,HSD11B1L,blue,blue,turquoise
16029,LONP1,lightgreen,brown,green
16030,PRR22,blue,blue,turquoise
16031,DUS3L,blue,blue,turquoise
16032,NDUFA11,grey60,grey60,turquoise
16033,VMAC,blue,blue,turquoise
16034,CAPS,tan,grey60,turquoise
16035,RANBP3,yellow,black,yellow
16036,RFX2,brown,brown,yellow
16037,MLLT1,lightgreen,brown,green
16038,CLPP,blue,blue,turquoise
16039,ALKBH7,plum1,plum1,white
16040,PSPN,brown,brown,green
16041,GTF2F1,lightgreen,brown,green
16042,KHSRP,black,black,yellow
16043,SLC25A41,brown,brown,green
16044,SLC25A23,magenta,ivory,sienna3
16045,DENND1C,greenyellow,greenyellow,sienna3
16046,TUBB4A,black,black,yellow
16047,TNFSF9,grey,grey,grey
16048,C3,greenyellow,greenyellow,cyan
16049,GPR108,blue,blue,turquoise
16050,TRIP10,grey,grey,grey
16051,VAV1,greenyellow,greenyellow,cyan
16052,ZNF557,turquoise,turquoise,darkred
16053,INSR,black,black,yellow
16054,ARHGEF18,brown,brown,green
16055,PEX11G,lightyellow,lightyellow,darkred
16056,ZNF358,lightgreen,brown,green
16057,MCOLN1,blue,blue,tan
16058,PNPLA6,yellow,black,yellow
16059,CAMSAP3,yellow,black,yellow
16060,XAB2,lightgreen,brown,sienna3
16061,PET100,lightyellow,lightyellow,turquoise
16062,STXBP2,brown,brown,greenyellow
16063,TRAPPC5,darkgreen,darkgreen,skyblue3
16064,CLEC4G,brown,brown,green
16065,CLEC4GP1,brown,brown,green
16066,EVI5L,lightgreen,brown,green
16067,PRR36,black,black,yellow
16068,MAP2K7,brown,brown,green
16069,TGFBR3L,blue,blue,turquoise
16070,SNAPC2,blue,blue,greenyellow
16071,CTXN1,lightgreen,brown,green
16072,TIMM44,purple,purple,greenyellow
16073,ELAVL1,black,black,yellow
16074,FBN3,yellow,black,lightyellow
16075,CERS4,lightgreen,brown,sienna3
16076,CD320,blue,blue,turquoise
16077,NDUFA7,pink,pink,turquoise
16078,RPS28,purple,purple,greenyellow
16079,KANK3,grey60,grey60,turquoise
16080,ANGPTL4,royalblue,royalblue,darkorange
16081,RAB11B-AS1,turquoise,turquoise,darkred
16082,MIR4999,turquoise,turquoise,brown
16083,RAB11B,black,black,yellow
16084,MARCH2,blue,blue,turquoise
16085,HNRNPM,skyblue3,darkorange,royalblue
16086,PRAM1,yellow,black,yellow
16087,ZNF414,yellow,black,green
16088,MYO1F,greenyellow,greenyellow,cyan
16089,ADAMTS10,purple,purple,turquoise
16090,ZNF558,grey,grey,grey
16091,ZNF317,brown,brown,yellow
16092,ZNF699,turquoise,turquoise,darkred
16093,ZNF559,turquoise,turquoise,darkred
16094,ZNF559-ZNF177,turquoise,turquoise,grey
16095,ZNF266,grey,grey,grey
16096,ZNF426,darkorange,darkorange,brown
16097,ZNF121,white,white,grey60
16098,ZNF561,orange,orange,grey60
16099,ZNF561-AS1,grey,grey,green
16100,ZNF562,green,white,darkred
16101,ZNF846,darkred,darkred,grey
16102,FBXL12,blue,blue,turquoise
16103,UBL5,lightyellow,lightyellow,mediumpurple3
16104,PIN1,plum1,plum1,white
16105,OLFM2,blue,blue,turquoise
16106,COL5A3,purple,purple,greenyellow
16107,C19orf66,blue,blue,turquoise
16108,ANGPTL6,yellow,black,yellow
16109,PPAN,blue,blue,turquoise
16110,SNORD105B,grey,grey,grey
16111,P2RY11,brown,brown,greenyellow
16112,EIF3G,plum1,plum1,white
16113,DNMT1,black,black,yellow
16114,S1PR2,magenta,ivory,tan
16115,MRPL4,lightgreen,brown,green
16116,ICAM1,royalblue,royalblue,darkorange
16117,ICAM5,brown,brown,green
16118,ZGLP1,darkgreen,darkgreen,skyblue3
16119,FDX2,brown,brown,green
16120,RAVER1,brown,brown,yellow
16121,ICAM3,grey,grey,grey
16122,TYK2,lightgreen,brown,sienna3
16123,CDC37,lightgreen,brown,green
16124,PDE4A,black,black,lightyellow
16125,KEAP1,blue,blue,greenyellow
16126,S1PR5,skyblue,skyblue,orangered4
16127,ATG4D,blue,blue,turquoise
16128,KRI1,brown,brown,yellow
16129,CDKN2D,grey60,grey60,white
16130,SLC44A2,blue,blue,tan
16131,ILF3-AS1,grey60,grey60,turquoise
16132,ILF3,yellow,black,yellow
16133,QTRT1,purple,purple,turquoise
16134,DNM2,thistle2,thistle2,thistle2
16135,MIR4748,yellow,black,green
16136,TMED1,grey60,grey60,turquoise
16137,C19orf38,greenyellow,greenyellow,cyan
16138,CARM1,yellow,black,yellow
16139,YIPF2,blue,blue,greenyellow
16140,C19orf52,grey,grey,mediumpurple3
16141,SMARCA4,black,black,yellow
16142,RN7SL192P,grey,grey,grey
16143,LDLR,yellow,black,grey
16144,SPC24,tan,grey60,turquoise
16145,KANK2,lightcyan,lightcyan,lightcyan
16146,DOCK6,yellow,black,yellow
16147,RAB3D,brown,brown,green
16148,TMEM205,blue,blue,turquoise
16149,CCDC159,brown,brown,sienna3
16150,PLPPR2,brown,brown,green
16151,SWSAP1,blue,blue,turquoise
16152,EPOR,brown,brown,sienna3
16153,RGL3,purple,purple,sienna3
16154,CCDC151,darkgreen,darkgreen,skyblue3
16155,PRKCSH,yellow,black,yellow
16156,ELAVL3,yellow,black,yellow
16157,ZNF653,brown,brown,green
16158,ECSIT,purple,purple,green
16159,RN7SL833P,pink,pink,grey
16160,CNN1,lightcyan,lightcyan,lightcyan
16161,ELOF1,blue,blue,turquoise
16162,ZNF627,turquoise,turquoise,darkred
16163,ZNF887P,red,red,brown
16164,HNRNPA1P10,green,white,grey
16165,ZNF823,grey,grey,grey
16166,ZNF441,midnightblue,midnightblue,darkred
16167,ZNF491,turquoise,turquoise,darkred
16168,ZNF440,turquoise,turquoise,brown
16169,ZNF439,grey,grey,salmon
16170,ZNF69,grey,grey,grey
16171,ZNF700,red,red,darkred
16172,ZNF763,turquoise,turquoise,grey
16173,ZNF433,turquoise,turquoise,darkred
16174,RNA5SP465,grey,grey,grey
16175,ZNF844,orange,orange,lightgreen
16176,ZNF788,steelblue,darkgreen,lightgreen
16177,RSL24D1P8,royalblue,royalblue,darkorange
16178,ZNF625,grey,grey,darkred
16179,ZNF136,midnightblue,midnightblue,darkred
16180,ZNF44,darkred,darkred,royalblue
16181,ZNF563,grey,grey,grey
16182,ZNF442,greenyellow,greenyellow,grey
16183,ZNF799,turquoise,turquoise,darkred
16184,ZNF443,turquoise,turquoise,darkred
16185,ZNF709,green,white,brown
16186,ZNF564,orangered4,orangered4,grey
16187,PGK1P2,turquoise,turquoise,darkred
16188,ZNF490,grey,grey,yellow
16189,ZNF791,red,red,brown
16190,MAN2B1,blue,blue,turquoise
16191,WDR83,purple,purple,white
16192,WDR83OS,tan,grey60,turquoise
16193,DHPS,blue,blue,turquoise
16194,FBXW9,blue,blue,turquoise
16195,TNPO2,blue,blue,turquoise
16196,C19orf43,blue,blue,turquoise
16197,ASNA1,blue,blue,turquoise
16198,HOOK2,yellow,black,yellow
16199,JUNB,royalblue,royalblue,darkorange
16200,PRDX2,tan,grey60,turquoise
16201,RNASEH2A,grey60,grey60,turquoise
16202,RTBDN,brown,brown,green
16203,MAST1,black,black,yellow
16204,DNASE2,skyblue,skyblue,turquoise
16205,GCDH,tan,grey60,turquoise
16206,RPS6P25,grey,grey,darkgreen
16207,FARSA,blue,blue,tan
16208,CALR,darkgreen,darkgreen,skyblue3
16209,RAD23A,magenta,ivory,tan
16210,GADD45GIP1,plum1,plum1,white
16211,NFIX,black,black,yellow
16212,LYL1,greenyellow,greenyellow,mediumpurple3
16213,TRMT1,lightgreen,brown,green
16214,NACC1,brown,brown,green
16215,STX10,purple,purple,white
16216,IER2,steelblue,darkgreen,grey
16217,CACNA1A,black,black,yellow
16218,CCDC130,brown,brown,sienna3
16219,MRI1,blue,blue,turquoise
16220,C19orf53,blue,blue,turquoise
16221,ZSWIM4,yellow,black,green
16222,MIR24-2,royalblue,royalblue,darkorange
16223,NANOS3,blue,blue,turquoise
16224,MIR181C,grey,grey,grey
16225,MIR181D,grey,grey,grey
16226,C19orf57,brown,brown,turquoise
16227,CC2D1A,yellow,black,yellow
16228,DCAF15,brown,brown,green
16229,RFX1,yellow,black,yellow
16230,IL27RA,brown,brown,turquoise
16231,PALM3,brown,brown,yellow
16232,EEF1DP1,brown,brown,green
16233,MIR1199,blue,blue,turquoise
16234,SAMD1,purple,purple,green
16235,PRKACA,black,black,yellow
16236,ADGRL1,black,black,yellow
16237,ADGRE5,yellow,black,green
16238,DDX39A,purple,purple,greenyellow
16239,PKN1,lightgreen,brown,green
16240,GIPC1,blue,blue,turquoise
16241,DNAJB1,darkgreen,darkgreen,skyblue3
16242,TECR,blue,blue,turquoise
16243,NDUFB7,blue,blue,turquoise
16244,CLEC17A,greenyellow,greenyellow,cyan
16245,ITGB1P1,red,red,salmon
16246,ZNF333,blue,blue,turquoise
16247,SLC1A6,brown,brown,turquoise
16248,SYDE1,lightgreen,brown,grey
16249,ILVBL,blue,blue,turquoise
16250,NOTCH3,lightcyan,lightcyan,sienna3
16251,BRD4,black,black,yellow
