Order,Symbol,dynamicColors_GS5_prot,mergedColors,consensus_GS5
2609,UBXN4,salmon,salmon,tan
2610,MCM6,turquoise,turquoise,brown
2611,DARS,turquoise,turquoise,brown
2612,CXCR4,darkred,darkred,grey
2613,HNRNPKP2,ivory,ivory,grey
2614,THSD7B,royalblue,royalblue,orange
2615,HNMT,turquoise,turquoise,brown
2616,SPOPL,red,darkgrey,lightcyan
2617,NXPH2,royalblue,royalblue,brown
2618,LRP1B,orangered4,orangered4,orangered4
2619,MIR7157,grey,grey,grey
2620,RNU6-904P,turquoise,turquoise,brown
2621,ARHGAP15,magenta,magenta,cyan
2622,GTDC1,green,brown4,blue
2623,ZEB2,skyblue,skyblue,darkmagenta
2624,ZEB2-AS1,grey,grey,grey
2625,LINC01412,salmon,salmon,tan
2626,ACVR2A,red,darkgrey,lightcyan
2627,RNU6-1275P,turquoise,turquoise,brown
2628,ORC4,green,brown4,blue
2629,MBD5,darkturquoise,darkturquoise,sienna3
2630,EPC2,salmon,salmon,blue
2631,KIF5C,grey,grey,grey
2632,LYPD6B,grey,grey,grey
2633,LYPD6,orange,orange,brown
2634,MMADHC,tan,tan,midnightblue
2635,RND3,green,brown4,blue
2636,RBM43,darkorange,darkorange,royalblue
2637,NMI,magenta,magenta,cyan
2638,TNFAIP6,grey,grey,brown
2639,RIF1,salmon,salmon,tan
2640,NEB,grey,grey,grey
2641,ARL5A,red,darkgrey,lightcyan
2642,CACNB4,green,brown4,blue
2643,STAM2,red,darkgrey,lightcyan
2644,FMNL2,salmon,salmon,tan
2645,PRPF40A,salmon,salmon,tan
2646,ARL6IP6,darkgrey,darkgrey,lightcyan
2647,RPRM,orangered4,orangered4,orangered4
2648,GALNT13,green,brown4,blue
2649,PHBP4,grey,grey,plum2
2650,KCNJ3,darkturquoise,darkturquoise,darkgrey
2651,NR4A2,thistle2,thistle2,pink
2652,GPD2,orangered4,orangered4,brown
2653,ERMN,orange,orange,violet
2654,FAM133DP,darkorange2,darkorange2,mediumpurple3
2655,CYTIP,darkred,darkred,grey60
2656,ACVR1C,royalblue,royalblue,orange
2657,ACVR1,thistle2,thistle2,pink
2658,UPP2,grey,grey,pink
2659,RNU6-436P,grey,grey,grey
2660,PTP4A1P1,grey,grey,grey
2661,UPP2-IT1,purple,purple,grey
2662,CCDC148,turquoise,turquoise,brown
2663,RN7SL393P,grey,grey,grey
2664,PKP4,plum2,plum2,darkmagenta
2665,TANC1,skyblue,skyblue,darkmagenta
2666,BTF3L4P2,grey,grey,blue
2667,WDSUB1,red,darkgrey,greenyellow
2668,BAZ2B,saddlebrown,saddlebrown,greenyellow
2669,MARCH7,salmon,salmon,blue
2670,CD302,green,brown4,blue
2671,PLA2R1,grey60,grey60,grey60
2672,RBMS1,darkred,darkred,lightcyan
2673,TANK,saddlebrown,saddlebrown,greenyellow
2674,PSMD14,tan,tan,brown
2675,RNA5SP108,yellow,black,green
2676,TBR1,cyan,brown,pink
2677,SLC4A10,turquoise,turquoise,brown
2678,KRT18P46,white,darkorange,grey
2679,DPP4,orangered4,orangered4,grey
2680,FAP,grey,grey,grey
2681,IFIH1,darkmagenta,darkmagenta,grey
2682,GCA,turquoise,turquoise,brown
2683,KCNH7,brown,brown,plum2
2684,FIGN,midnightblue,midnightblue,pink
2685,GRB14,grey,grey,grey
2686,COBLL1,darkmagenta,darkmagenta,blue
2687,SNORA70F,red,darkgrey,brown
2688,RNA5SP111,grey,grey,grey
2689,SLC38A11,green,brown4,blue
2690,SCN3A,mediumpurple3,darkolivegreen,darkred
2691,SCN2A,turquoise,turquoise,brown
2692,MAPRE1P3,green,brown4,blue
2693,CSRNP3,turquoise,turquoise,brown
2694,GALNT3,green,brown4,blue
2695,TTC21B,lightyellow,brown4,blue
2696,SCN1A,blue,blue,grey
2697,SCN9A,grey60,grey60,grey
2698,SCN7A,yellow,black,plum2
2699,B3GALT1,red,darkgrey,brown
2700,STK39,green,brown4,blue
2701,CERS6,lightgreen,lightgreen,lightcyan
2702,MIR4774,grey,grey,grey
2703,NOSTRIN,green,brown4,blue
2704,SPC25,grey,grey,grey
2705,DHRS9,magenta,magenta,cyan
2706,LRP2,skyblue,skyblue,darkmagenta
2707,BBS5,blue,blue,green
2708,KLHL41,red,darkgrey,brown
2709,FASTKD1,darkgrey,darkgrey,darkorange
2710,PPIG,salmon,salmon,tan
2711,CCDC173,salmon,salmon,tan
2712,PHOSPHO2,green,brown4,blue
2713,KLHL23,red,darkgrey,lightcyan
2714,SSB,salmon,salmon,tan
2715,METTL5,green,brown4,blue
2716,UBR3,green,brown4,blue
2717,EIF2S2P4,salmon,salmon,tan
2718,ERICH2,green,brown4,blue
2719,GAD1,royalblue,royalblue,brown
2720,GORASP2,brown,brown,plum2
2721,TLK1,darkgreen,darkgreen,darkgrey
2722,METTL8,salmon,salmon,blue
2723,DCAF17,red,darkgrey,blue
2724,CYBRD1,red,darkgrey,lightcyan
2725,DYNC1I2,tan,tan,brown
2726,SLC25A12,blue,blue,green
2727,RNU6-182P,brown,brown,grey
2728,HAT1,green,brown4,brown
2729,METAP1D,grey,grey,grey
2730,DLX1,blue,blue,green
2731,DLX2,yellow,black,plum2
2732,ITGA6,green,brown4,blue
2733,PDK1,green,brown4,blue
2734,RAPGEF4-AS1,grey,grey,blue
2735,RAPGEF4,grey,grey,grey
2736,CDCA7,grey,grey,brown
2737,SP3,brown4,brown4,blue
2738,OLA1,turquoise,turquoise,brown
2739,RN7SL65P,grey,grey,brown
2740,LINC01305,purple,purple,grey
2741,SP9,brown,brown,grey
2742,CIR1,salmon,salmon,tan
2743,SCRN3,turquoise,turquoise,brown
2744,GPR155,green,brown4,blue
2745,RNU6-5P,sienna3,sienna3,lightsteelblue1
2746,WIPF1,skyblue,skyblue,grey
2747,H3F3AP4,turquoise,turquoise,brown
2748,CHN1,turquoise,turquoise,floralwhite
2749,ATF2,darkgrey,darkgrey,lightcyan
2750,MIR933,red,darkgrey,grey
2751,ATP5G3,lightcyan,lightcyan,midnightblue
2752,KIAA1715,turquoise,turquoise,brown
2753,HAGLR,brown,brown,plum2
2754,HOXD1,orange,orange,grey
2755,MTX2,tan,tan,brown
2756,LINC01116,grey,grey,grey
2757,LINC01117,brown,brown,plum2
2758,HNRNPA3,lightgreen,lightgreen,lightcyan
2759,NFE2L2,yellowgreen,darkgrey,lightcyan
2760,DNAJC19P5,green,brown4,blue
2761,MIR3128,grey,grey,grey
2762,MIR6512,turquoise,turquoise,purple
2763,AGPS,turquoise,turquoise,brown
2764,TTC30B,turquoise,turquoise,brown
2765,TTC30A,orange,orange,brown
2766,PDE11A,white,darkorange,brown
2767,RBM45,turquoise,turquoise,brown
2768,OSBPL6,grey,grey,grey
2769,PRKRA,turquoise,turquoise,brown
2770,DFNB59,turquoise,turquoise,brown
2771,FKBP7,red,darkgrey,grey
2772,PLEKHA3,brown4,brown4,lightcyan
2773,TTN-AS1,saddlebrown,saddlebrown,greenyellow
2774,CCDC141,green,brown4,brown
2775,SESTD1,darkorange,darkorange,blue
2776,ZNF385B,steelblue,ivory,pink
2777,CWC22,salmon,salmon,tan
2778,SCHLAP1,grey,grey,grey
2779,FTH1P20,grey,grey,blue
2780,UBE2E3,lightcyan,lightcyan,brown
2781,ITGA4,royalblue,royalblue,orange
2782,CERKL,royalblue,royalblue,orange
2783,NEUROD1,royalblue,royalblue,orange
2784,SSFA2,salmon,salmon,blue
2785,PPP1R1C,grey,grey,grey
2786,PDE1A,turquoise,turquoise,brown
2787,DNAJC10,turquoise,turquoise,brown
2788,FRZB,grey60,grey60,grey60
2789,NCKAP1,turquoise,turquoise,floralwhite
2790,DUSP19,lightgreen,lightgreen,lightcyan
2791,NUP35,green,brown4,blue
2792,CACYBPP2,plum1,plum1,blue
2793,ZNF804A,grey,grey,grey
2794,FSIP2-AS1,turquoise,turquoise,brown
2795,RPL21P32,green,brown4,blue
2796,LINC01473,lightyellow,brown4,blue
2797,RPL23AP35,grey,grey,grey
2798,ZC3H15,salmon,salmon,tan
2799,ITGAV,turquoise,turquoise,brown
2800,FAM171B,violet,violet,lightcyan
2801,CALCRL,green,brown4,blue
2802,TFPI,grey60,grey60,grey60
2803,LINC01090,royalblue,royalblue,grey
2804,GULP1,turquoise,turquoise,brown
2805,MIR561,grey,grey,grey
2806,COL3A1,grey60,grey60,grey60
2807,COL5A2,yellow,black,plum2
2808,KRT18P19,brown,brown,magenta
2809,WDR75,darkorange,darkorange,royalblue
2810,SLC40A1,darkmagenta,darkmagenta,brown
2811,ASNSD1,darkgrey,darkgrey,brown
2812,ANKAR,green,brown4,greenyellow
2813,OSGEPL1,turquoise,turquoise,brown
2814,OSGEPL1-AS1,grey,grey,grey
2815,ORMDL1,turquoise,turquoise,brown
2816,PMS1,saddlebrown,saddlebrown,greenyellow
2817,C2orf88,green,brown4,blue
2818,HNRNPCP2,turquoise,turquoise,brown
2819,MSTN,grey,grey,greenyellow
2820,HIBCH,mediumpurple3,darkolivegreen,darkred
2821,INPP1,skyblue,skyblue,grey
2822,MFSD6,cyan,brown,steelblue
2823,NEMP2,turquoise,turquoise,brown
2824,NAB1,green,brown4,blue
2825,GLS,red,darkgrey,brown
2826,STAT1,turquoise,turquoise,blue
2827,STAT4,lightyellow,brown4,grey
2828,MYO1B,royalblue,royalblue,orange
2829,RNU6-1045P,red,darkgrey,grey
2830,NABP1,darkred,darkred,darkturquoise
2831,SDPR,darkred,darkred,blue
2832,TMEFF2,orangered4,orangered4,orangered4
2833,SLC39A10,turquoise,turquoise,brown
2834,DNAH7,green,brown4,blue
2835,E2F3P2,grey,grey,grey
2836,STK17B,red,darkgrey,lightcyan
2837,HECW2,lightyellow,brown4,blue
2838,CCDC150,white,darkorange,grey
2839,GTF3C3,lightgreen,lightgreen,darkorange
2840,C2orf66,grey,grey,grey
2841,PGAP1,lightgreen,lightgreen,lightcyan
2842,ANKRD44,turquoise,turquoise,brown
2843,ANKRD44-IT1,grey,grey,grey
2844,SF3B1,darkgrey,darkgrey,darkorange
2845,COQ10B,tan,tan,brown
2846,HSPD1,mediumpurple3,darkolivegreen,darkred
2847,HSPE1,darkgrey,darkgrey,darkorange
2848,MOB4,red,darkgrey,darkorange
2849,RFTN2,lightgreen,lightgreen,lightcyan
2850,MARS2,yellow,black,plum2
2851,PLCL1,salmon,salmon,blue
2852,SATB2,brown,brown,pink
2853,SATB2-AS1,blue,blue,green
2854,SEPHS1P6,grey,grey,grey
2855,FTCDNL1,turquoise,turquoise,brown
2856,C2orf69,turquoise,turquoise,brown
2857,TYW5,turquoise,turquoise,brown
2858,C2orf47,tan,tan,purple
2859,SPATS2L,grey,grey,grey
2860,RNY4P34,grey,grey,grey
2861,KCTD18,green,brown4,blue
2862,SGO2,green,brown4,blue
2863,AOX1,grey60,grey60,grey60
2864,BZW1,turquoise,turquoise,brown
2865,CLK1,lightgreen,lightgreen,darkred
2866,PPIL3,lightcyan,lightcyan,brown
2867,RNU6-312P,green,brown4,blue
2868,NIF3L1,lightcyan,lightcyan,midnightblue
2869,RNU6-762P,grey,grey,grey
2870,ORC2,salmon,salmon,blue
2871,FAM126B,yellowgreen,darkgrey,lightcyan
2872,HNRNPA1P35,grey,grey,brown
2873,NDUFB3,lightcyan,lightcyan,floralwhite
2874,CFLAR,grey,grey,greenyellow
2875,RNU7-45P,grey,grey,grey
2876,CASP10,darkmagenta,darkmagenta,greenyellow
2877,CASP8,salmon,salmon,greenyellow
2878,ALS2CR12,grey,grey,grey
2879,TRAK2,green,brown4,blue
2880,STRADB,bisque4,bisque4,floralwhite
2881,ALS2CR11,skyblue3,saddlebrown,blue
2882,TMEM237,green,brown4,brown
2883,MPP4,grey,grey,grey
2884,ALS2,saddlebrown,saddlebrown,grey
2885,FZD7,grey60,grey60,grey60
2886,KIAA2012,grey,grey,plum2
2887,DAZAP2P1,grey,grey,grey
2888,SUMO1,salmon,salmon,tan
2889,NOP58,saddlebrown,saddlebrown,greenyellow
2890,SNORD70,saddlebrown,saddlebrown,greenyellow
2891,SNORD11B,grey,grey,greenyellow
2892,SNORD11,brown,brown,grey
2893,RN7SL40P,grey,grey,grey
2894,BMPR2,darkturquoise,darkturquoise,darkgrey
2895,FAM117B,midnightblue,midnightblue,pink
2896,ICA1L,darkorange,darkorange,royalblue
2897,KRT8P15,brown,brown,green
2898,WDR12,green,brown4,blue
2899,CARF,darkorange,darkorange,royalblue
2900,NBEAL1,darkgreen,darkgreen,greenyellow
2901,RPL7P14,grey,grey,grey
2902,CYP20A1,green,brown4,blue
2903,ABI2,darkturquoise,darkturquoise,darkgrey
2904,RAPH1,midnightblue,midnightblue,darkgrey
2905,PARD3B,salmon,salmon,blue
2906,NRP2,brown,brown,pink
2907,INO80D,darkturquoise,darkturquoise,darkgrey
2908,NDUFS1,turquoise,turquoise,brown
2909,EEF1B2,tan,tan,brown
2910,ZDBF2,green,brown4,blue
2911,ADAM23,steelblue,ivory,steelblue
2912,MDH1B,white,darkorange,brown
2913,FASTKD2,turquoise,turquoise,brown
2914,CPO,grey60,grey60,grey
2915,KLF7,midnightblue,midnightblue,pink
2916,MIR2355,grey,grey,grey
2917,KLF7-IT1,skyblue3,saddlebrown,greenyellow
2918,CREB1,brown4,brown4,lightcyan
2919,METTL21A,mediumpurple3,darkolivegreen,darkred
2920,CCNYL1,green,brown4,blue
2921,FZD5,grey,grey,grey
2922,PLEKHM3,midnightblue,midnightblue,pink
2923,RNU6-360P,grey,grey,grey
2924,CRYGD,yellow,black,plum2
2925,C2orf80,turquoise,turquoise,brown
2926,IDH1,tan,tan,purple
2927,IDH1-AS1,sienna3,sienna3,purple
2928,PIKFYVE,lightgreen,lightgreen,lightcyan
2929,PTH2R,grey,grey,brown
2930,MAP2,skyblue3,saddlebrown,greenyellow
2931,UNC80,cyan,brown,steelblue
2932,SNAI1P1,yellow,black,green
2933,RPE,red,darkgrey,lightcyan
2934,KANSL1L,lightgreen,lightgreen,darkred
2935,ACADL,grey60,grey60,grey60
2936,LANCL1,bisque4,bisque4,floralwhite
2937,CPS1,blue,blue,green
2938,ERBB4,royalblue,royalblue,blue
2939,MIR548F2,turquoise,turquoise,brown
2940,IKZF2,red,darkgrey,lightcyan
2941,SPAG16,salmon,salmon,brown
2942,VWC2L,grey,grey,grey
2943,VWC2L-IT1,grey,grey,grey
2944,BARD1,green,brown4,blue
2945,ATIC,midnightblue,midnightblue,pink
2946,FN1,grey60,grey60,grey60
2947,MREG,tan,tan,purple
2948,PECR,turquoise,turquoise,brown
2949,TMEM169,palevioletred3,palevioletred3,grey
2950,XRCC5,turquoise,turquoise,brown
2951,MARCH4,brown,brown,plum2
2952,SMARCAL1,pink,pink,magenta
2953,RPL37A,tan,tan,purple
2954,IGFBP2,blue,blue,green
2955,IGFBP5,grey60,grey60,grey60
2956,RN7SKP43,grey,grey,grey
2957,DIRC3-AS1,lightyellow,brown4,grey
2958,DIRC3,grey,grey,grey
2959,TNS1,brown,brown,plum2
2960,MIR6809,yellow,black,plum2
2961,ARPC2,grey,grey,grey
2962,AAMP,blue,blue,green
2963,PNKD,pink,pink,magenta
2964,TMBIM1,orange,orange,green
2965,SLC11A1,darkred,darkred,darkturquoise
2966,CTDSP1,greenyellow,blue,midnightblue
2967,MIR26B,grey,grey,green
2968,USP37,lightgreen,lightgreen,darkred
2969,RN7SKP38,grey,grey,grey
2970,CNOT9,pink,pink,magenta
2971,PLCD4,yellow,black,plum2
2972,ZNF142,brown,brown,plum2
2973,BCS1L,purple,purple,salmon
2974,RNF25,blue,blue,green
2975,STK36,brown,brown,plum2
2976,TTLL4,brown,brown,plum2
2977,CYP27A1,blue,blue,green
2978,WNT10A,black,black,green
2979,LINC01494,white,darkorange,grey
2980,KRT8P30,blue,blue,green
2981,CDK5R2,brown,brown,plum2
2982,CFAP65,blue,blue,grey
2983,CNPPD1,purple,purple,salmon
2984,FAM134A,blue,blue,green
2985,ZFAND2B,blue,blue,green
2986,ABCB6,darkolivegreen,darkolivegreen,plum2
2987,ATG9A,brown,brown,magenta
2988,ANKZF1,brown,brown,plum2
2989,GLB1L,blue,blue,green
2990,STK16,greenyellow,blue,midnightblue
2991,TUBA4A,pink,pink,green
2992,DNAJB2,yellow,black,plum2
2993,PTPRN,brown,brown,plum2
2994,RESP18,blue,blue,green
2995,DNPEP,pink,pink,magenta
2996,DES,grey60,grey60,grey60
2997,SPEG,black,black,plum2
2998,GMPPA,blue,blue,plum2
2999,ASIC4,yellow,black,plum2
3000,CHPF,pink,pink,green
3001,TMEM198,blue,blue,green
3002,OBSL1,black,black,green
3003,INHA,blue,blue,green
3004,STK11IP,purple,purple,plum2
3005,SLC4A3,yellow,black,plum2
3006,EPHA4,royalblue,royalblue,grey
3007,HSPA9P1,grey,grey,grey
3008,SGPP2,yellow,black,plum2
3009,FARSB,white,darkorange,floralwhite
3010,MOGAT1,turquoise,turquoise,grey
3011,ACSL3,turquoise,turquoise,brown
3012,KCNE4,darkred,darkred,darkturquoise
3013,SCG2,turquoise,turquoise,brown
3014,AP1S3,green,brown4,blue
3015,WDFY1,turquoise,turquoise,brown
3016,MRPL44,floralwhite,darkgrey,purple
3017,SERPINE2,royalblue,royalblue,orange
3018,FAM124B,blue,blue,green
3019,CUL3,brown4,brown4,brown
3020,DOCK10,skyblue,skyblue,darkmagenta
3021,MIR4439,grey,grey,grey
3022,NYAP2,cyan,brown,pink
3023,IRS1,brown,brown,plum2
3024,RHBDD1,grey,grey,grey
3025,COL4A4,brown,brown,grey
3026,COL4A3,lightyellow,brown4,blue
3027,MFF,turquoise,turquoise,brown
3028,AGFG1,red,darkgrey,lightcyan
3029,SLC19A3,darkmagenta,darkmagenta,grey
3030,DAW1,grey,grey,grey
3031,SPHKAP,brown,brown,magenta
3032,PID1,yellow,black,plum2
3033,RN7SKP283,grey,grey,grey
3034,DNER,darkturquoise,darkturquoise,grey
3035,TRIP12,darkgreen,darkgreen,sienna3
3036,FBXO36,grey,grey,blue
3037,FBXO36-IT1,grey,grey,grey
3038,SLC16A14,blue,blue,green
3039,RNY4P19,turquoise,turquoise,brown
3040,SP110,magenta,magenta,cyan
3041,SP140,white,darkorange,blue
3042,SP140L,magenta,magenta,cyan
3043,SP100,magenta,magenta,cyan
3044,RN7SL834P,grey,grey,blue
3045,CAB39,darkgrey,darkgrey,brown
3046,BANF1P3,darkgreen,darkgreen,grey
3047,RNU6-268P,grey,grey,grey
3048,ITM2C,blue,blue,green
3049,GPR55,yellow,black,plum2
3050,C2orf72,blue,blue,green
3051,PSMD1,lightcyan,lightcyan,midnightblue
3052,RNU1-93P,grey,grey,grey
3053,ARMC9,brown,brown,darkred
3054,B3GNT7,blue,blue,green
3055,NCL,salmon4,salmon4,darkorange2
3056,SNORA75,grey,grey,grey
3057,SNORD20,grey,grey,grey
3058,SNORD82,grey,grey,grey
3059,RNU2-22P,grey,grey,grey
3060,LINC00471,grey,grey,grey
3061,PTMA,darkslateblue,darkslateblue,mediumpurple3
3062,PDE6D,grey,grey,green
3063,COPS7B,yellow,black,plum2
3064,NPPC,pink,pink,green
3065,DIS3L2,brown,brown,plum2
3066,MIR562,grey,grey,grey
3067,TIGD1,grey,grey,blue
3068,EIF4E2,blue,blue,green
3069,EFHD1,yellow,black,plum2
3070,RN7SL359P,yellow,black,grey
3071,GIGYF2,salmon,salmon,tan
3072,RNU6-107P,green,brown4,blue
3073,C2orf82,greenyellow,blue,green
3074,NGEF,pink,pink,magenta
3075,INPP5D,magenta,magenta,cyan
3076,ATG16L1,yellow,black,plum2
3077,SCARNA5,sienna3,sienna3,lightsteelblue1
3078,SCARNA6,sienna3,sienna3,lightsteelblue1
3079,DGKD,yellow,black,plum2
3080,USP40,white,darkorange,brown
3081,ARL4C,steelblue,ivory,grey
3082,SH3BP4,brown,brown,plum2
3083,AGAP1,brown,brown,pink
3084,AGAP1-IT1,brown,brown,pink
3085,RNU7-127P,grey,grey,grey
3086,RN7SL204P,grey,grey,pink
3087,IQCA1,skyblue3,saddlebrown,greenyellow
3088,RPL3P5,brown,brown,grey
3089,ACKR3,cyan,brown,grey
3090,COPS8,bisque4,bisque4,floralwhite
3091,COL6A3,grey60,grey60,grey60
3092,RAB17,grey,grey,green
3093,LRRFIP1,skyblue3,saddlebrown,greenyellow
3094,RBM44,midnightblue,midnightblue,grey
3095,RAMP1,lightcyan1,lightcyan1,paleturquoise
3096,UBE2F,turquoise,turquoise,brown
3097,SCLY,brown,brown,grey
3098,ERFE,purple,purple,plum2
3099,ILKAP,grey,grey,grey
3100,HES6,lightcyan,lightcyan,purple
3101,PER2,thistle1,thistle1,salmon4
3102,TRAF3IP1,green,brown4,blue
3103,ASB1,blue,blue,plum2
3104,TWIST2,grey,grey,grey
3105,HDAC4,brown,brown,plum2
3106,MIR4440,yellow,black,plum2
3107,MIR4441,grey,grey,grey
3108,MIR2467,brown,brown,grey
3109,NDUFA10,grey,grey,grey
3110,MIR4786,grey,grey,grey
3111,COPS9,tan,tan,purple
3112,OTOS,yellow,black,plum2
3113,GPC1,black,black,green
3114,ANKMY1,brown,brown,green
3115,DUSP28,turquoise,turquoise,purple
3116,RNPEPL1,black,black,plum2
3117,CAPN10-AS1,blue,blue,plum2
3118,CAPN10,black,black,green
3119,GPR35,brown,brown,plum2
3120,KIF1A,brown,brown,pink
3121,SNED1,brown,brown,plum2
3122,MTERF4,purple,purple,grey
3123,PASK,darkolivegreen,darkolivegreen,darkred
3124,PPP1R7,palevioletred3,palevioletred3,green
3125,ANO7,yellow,black,grey
3126,HDLBP,brown,brown,magenta
3127,SEPT2,turquoise,turquoise,brown
3128,FARP2,brown,brown,plum2
3129,STK25,black,black,green
3130,BOK,purple,purple,salmon
3131,THAP4,black,black,plum2
3132,ATG4B,black,black,plum2
3133,DTYMK,purple,purple,salmon
3134,ING5,yellow,black,plum2
3135,D2HGDH,blue,blue,green
3136,GAL3ST2,yellow,black,plum2
3137,NEU4,yellow,black,green
3138,RTP5,brown,brown,plum2
3139,LINC01237,brown,brown,plum2
3140,CHL1-AS2,grey,grey,grey
3141,CHL1,royalblue,royalblue,orange
3142,LINC01266,green,brown4,blue
3143,CNTN6,yellow,black,plum2
3144,CNTN4,yellow,black,grey
3145,HINT2P1,grey,grey,plum2
3146,TRNT1,darkgrey,darkgrey,darkorange
3147,CRBN,turquoise,turquoise,brown
3148,SUMF1,grey,grey,brown
3149,LRRN1,royalblue,royalblue,grey
3150,PNPT1P1,lightyellow,brown4,blue
3151,SETMAR,purple,purple,grey
3152,MRPS10P2,pink,pink,grey
3153,ITPR1-AS1,yellow,black,plum2
3154,ITPR1,brown,brown,plum2
3155,BHLHE40-AS1,grey,grey,grey
3156,BHLHE40,thistle2,thistle2,pink
3157,ARL8B,green,brown4,brown
3158,EDEM1,turquoise,turquoise,blue
3159,GRM7,royalblue,royalblue,green
3160,LMCD1-AS1,skyblue,skyblue,darkmagenta
3161,RNU4ATAC17P,grey,grey,grey
3162,LMCD1,darkmagenta,darkmagenta,midnightblue
3163,SSUH2,brown,brown,plum2
3164,OXTR,brown,brown,plum2
3165,RAD18,lightyellow,brown4,blue
3166,SRGAP3,cyan,brown,pink
3167,THUMPD3-AS1,lightgreen,lightgreen,darkred
3168,THUMPD3,turquoise,turquoise,brown
3169,SETD5,midnightblue,midnightblue,pink
3170,LHFPL4,black,black,plum2
3171,MTMR14,pink,pink,plum2
3172,CPNE9,black,black,plum2
3173,BRPF1,brown,brown,plum2
3174,OGG1,black,black,plum2
3175,CAMK1,purple,purple,green
3176,TADA3,blue,blue,green
3177,ARPC4,blue,blue,midnightblue
3178,TTLL3,grey,grey,grey
3179,RPUSD3,purple,purple,plum2
3180,JAGN1,purple,purple,salmon
3181,IL17RC,pink,pink,plum2
3182,CRELD1,paleturquoise,darkolivegreen,darkred
3183,PRRT3,brown,brown,plum2
3184,PRRT3-AS1,grey,grey,grey
3185,EMC3,lightcyan,lightcyan,floralwhite
3186,EMC3-AS1,grey,grey,pink
3187,CYCSP10,lightyellow,brown4,blue
3188,CIDECP,blue,blue,green
3189,FANCD2,darkorange,darkorange,royalblue
3190,BRK1,lightcyan,lightcyan,midnightblue
3191,VHL,turquoise,turquoise,brown
3192,IRAK2,yellow,black,grey
3193,TATDN2,yellow,black,plum2
3194,LINC00852,yellow,black,plum2
3195,GHRLOS,yellow,black,grey
3196,SEC13,black,black,plum2
3197,ATP2B2,cyan,brown,pink
3198,MIR885,yellow,black,plum2
3199,ATP2B2-IT1,grey,grey,grey
3200,ATP2B2-IT2,grey,grey,grey
3201,SLC6A11,lightcyan,lightcyan,green
3202,SLC6A1,pink,pink,magenta
3203,HRH1,thistle2,thistle2,salmon4
3204,ATG7,blue,blue,green
3205,VGLL4,darkolivegreen,darkolivegreen,darkred
3206,TAMM41,lightgreen,lightgreen,grey
3207,SYN2,cyan,brown,pink
3208,ACTG1P12,yellow,black,plum2
3209,TIMP4,grey,grey,grey
3210,PPARG,grey,grey,grey
3211,TSEN2,grey,grey,grey
3212,RNU6-377P,grey,grey,grey
3213,MKRN2OS,purple,purple,salmon
3214,MKRN2,yellow,black,grey
3215,RAF1,grey,grey,plum2
3216,CAND2,pink,pink,magenta
3217,RPL32,blue,blue,green
3218,IQSEC1,brown,brown,plum2
3219,NUP210,brown,brown,plum2
3220,HDAC11-AS1,purple,purple,salmon
3221,HDAC11,blue,blue,midnightblue
3222,FBLN2,yellow,black,grey
3223,LINC00620,grey,grey,grey
3224,WNT7A,yellow,black,plum2
3225,VN1R20P,grey,grey,pink
3226,FGD5P1,grey,grey,plum2
3227,CHCHD4,darkslateblue,darkslateblue,purple
3228,TMEM43,grey,grey,grey
3229,XPC,grey,grey,grey
3230,LSM3,turquoise,turquoise,brown
3231,SLC6A6,pink,pink,green
3232,GRIP2,black,black,plum2
3233,RNU6-905P,grey,grey,grey
3234,CCDC174,salmon,salmon,tan
3235,C3orf20,blue,blue,grey
3236,FGD5,grey60,grey60,plum2
3237,FGD5-AS1,bisque4,bisque4,floralwhite
3238,NR2C2,darkturquoise,darkturquoise,darkgrey
3239,MRPS25,turquoise,turquoise,brown
3240,RBSN,greenyellow,blue,ivory
3241,CAPN7,saddlebrown,saddlebrown,greenyellow
3242,SH3BP5-AS1,plum2,plum2,grey
3243,SH3BP5,brown,brown,pink
3244,METTL6,turquoise,turquoise,brown
3245,EAF1,grey,grey,grey
3246,COLQ,brown,brown,plum2
3247,RN7SL110P,yellow,black,plum2
3248,HACL1,orange,orange,brown
3249,BTD,greenyellow,blue,ivory
3250,ANKRD28,green,brown4,blue
3251,MIR3134,blue,blue,green
3252,RN7SL4P,black,black,green
3253,MIR563,grey,grey,grey
3254,GALNT15,turquoise,turquoise,brown
3255,DPH3,darkgrey,darkgrey,lightcyan
3256,OXNAD1,green,brown4,blue
3257,RFTN1,brown,brown,plum2
3258,PLCL2,royalblue,royalblue,brown
3259,TBC1D5,ivory,ivory,grey
3260,SATB1,steelblue,ivory,plum2
3261,SATB1-AS1,darkgrey,darkgrey,lightcyan
3262,RAD23BP1,grey,grey,plum2
3263,KCNH8,skyblue,skyblue,darkmagenta
3264,EFHB,grey,grey,grey
3265,HSPA8P18,grey,grey,grey
3266,RAB5A,turquoise,turquoise,brown
3267,KAT2B,salmon,salmon,blue
3268,MIR3135A,blue,blue,green
3269,SGO1-AS1,grey,grey,brown
3270,ZNF385D,green,brown4,blue
3271,HMGB1P5,tan,tan,purple
3272,UBE2E2,grey,grey,grey
3273,UBE2E1,tan,tan,brown
3274,NKIRAS1,tan,tan,purple
3275,RPL15,bisque4,bisque4,floralwhite
3276,NR1D2,grey,grey,blue
3277,THRB,brown,brown,plum2
3278,THRB-IT1,saddlebrown,saddlebrown,greenyellow
3279,THRB-AS1,blue,blue,grey
3280,RARB,royalblue,royalblue,grey
